DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,SP500_Change_Percentage,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_28day
2022-04-18,4391.69,22.17,37.6,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,36.78,1,1,0,0,0,-0.53,-2.26,-0.02,1.605,0.045,-2.176,-6.109,-7.6
2022-04-19,4462.21,21.37,39.63,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,0,0,0,0,0,-0.8,2.03,1.606,-0.063,-4.336,-6.535,-10.724,-6.921
2022-04-20,4459.45,20.32,43.31,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,0,0,0,0,0,-1.05,3.68,-0.062,-1.474,-3.66,-6.174,-10.273,-7.335
2022-04-21,4393.66,22.68,38.94,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,0,0,0,0,0,2.36,-4.37,-1.475,-2.733,-4.899,-2.381,-10.281,-6.558
2022-04-22,4271.78,28.21,31.63,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,1,0,0,0,0,5.53,-7.31,-2.774,0.554,-1.999,-3.183,-7.777,-2.161
2022-04-25,4296.12,27.02,29.97,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,0,0,0,0,0,-1.19,-1.66,0.57,-2.831,-0.202,-3.295,-6.373,-4.391
2022-04-26,4175.2,33.52,17.9,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,1,0,1,0,0,6.5,-12.07,-2.815,0.204,-1.007,0.007,-3.892,-1.252
2022-04-27,4183.96,31.6,16.27,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,1,0,1,0,0,-1.92,-1.63,0.21,2.48,-0.685,2.783,-2.278,-0.558
2022-04-28,4287.5,29.99,24.26,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,0,0,0,0,0,-1.61,7.99,2.475,-3.718,-2.677,-3.361,-8.696,-4.104
2022-04-29,4131.93,33.4,14.33,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,1,1,0,0,0,3.41,-9.93,-3.628,0.547,3.924,-0.2,-5.391,-2.661
2022-05-02,4155.38,32.34,13.27,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,1,0,0,0,0,-1.06,-1.06,0.568,0.486,-0.206,-3.972,-6.148,-6.16
2022-05-03,4175.48,29.25,30.49,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,1,0,0,0,0,-3.09,17.22,0.484,3.001,-1.255,-4.198,-4.855,-10.248
2022-05-04,4300.17,25.42,22.4,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,0,0,0,0,0,-3.83,-8.09,2.986,-3.671,-7.399,-8.741,-8.59,-13.524
2022-05-05,4146.87,31.2,13.13,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,0,0,0,0,0,5.78,-9.27,-3.565,-0.547,-3.391,-5.041,-3.91,-8.299
2022-05-06,4123.34,30.19,12.24,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,0,0,0,0,0,-1.01,-0.89,-0.567,-3.186,-4.537,-2.398,-1.58,-11.01
2022-05-09,3991.24,34.75,8.19,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,1,0,1,1,0,4.56,-4.05,-3.204,0.238,-1.483,0.407,4.05,-7.673
2022-05-10,4001.05,32.99,7.4,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,0,1,1,1,0,-1.76,-0.79,0.246,-1.65,0.572,2.2,3.285,-5.919
2022-05-11,3935.18,32.56,4.03,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,0,1,0,1,0,-0.43,-3.37,-1.646,-0.127,1.82,-0.287,4.15,-4.381
2022-05-12,3930.08,31.77,3.2,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,1,1,0,1,0,-0.79,-0.83,-0.13,2.384,4.035,-0.744,6.27,-3.414
2022-05-13,4023.89,28.87,11.29,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,0,0,0,1,0,-2.9,8.09,2.387,-0.404,-2.55,-3.118,2.154,-2.854
2022-05-16,4008.01,27.47,11.74,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,1,0,0,1,0,-1.4,0.45,-0.395,2.009,-2.665,-0.851,2.819,-2.681
2022-05-17,4088.85,26.1,15.2,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,0,0,0,1,0,-1.37,3.46,2.017,-4.121,-4.678,-3.677,1.792,-6.669
2022-05-18,3923.68,30.96,6.6,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,0,1,1,1,0,4.86,-8.6,-4.04,-0.56,1.225,1.346,4.698,-2.564
2022-05-19,3900.79,29.35,13.71,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,1,1,1,1,0,-1.61,7.11,-0.583,0.015,1.037,4.003,2.983,-2.941
2022-05-20,3901.36,29.43,12.66,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,1,1,1,0,0,0.08,-1.05,0.015,1.856,1.983,6.585,-0.013,-1.949
2022-05-23,3973.75,28.48,17.89,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,0,1,1,0,0,-0.95,5.23,1.856,-0.827,2.155,4.06,-5.745,-3.649
2022-05-24,3941.48,29.45,16.0,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,1,1,1,0,0,0.97,-1.89,-0.812,0.937,5.455,4.02,-5.184,-2.426
2022-05-25,3978.73,28.37,17.57,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,1,1,1,0,0,-1.08,1.57,0.945,2.007,3.892,5.026,-4.789,-1.931
2022-05-26,4057.84,27.5,24.11,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,1,1,1,0,0,-0.87,6.54,1.988,2.523,1.091,1.274,-9.829,-3.983
2022-05-27,4158.24,25.72,29.54,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,0,1,0,0,0,-1.78,5.43,2.474,-0.643,0.458,-0.907,-11.913,-7.487
2022-05-31,4132.15,26.19,40.06,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,0,0,1,0,0,0.47,10.52,-0.627,-0.744,-0.568,0.686,-8.835,-7.536
2022-06-01,4101.23,25.69,40.6,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,1,1,1,0,0,-0.5,0.54,-0.748,1.829,0.489,0.352,-8.261,-7.247
2022-06-02,4176.82,24.72,44.83,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,0,0,0,0,0,-0.97,4.23,1.843,-1.665,-0.394,-3.877,-9.292,-9.423
2022-06-03,4108.54,24.79,35.46,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,1,1,0,0,0,0.07,-9.37,-1.635,0.309,0.173,-4.972,-4.712,-5.875
2022-06-06,4121.43,25.07,42.8,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,1,0,0,0,0,0.28,7.34,0.314,0.955,-2.522,-9.049,-5.387,-7.073
2022-06-07,4160.68,24.02,45.63,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,0,0,0,0,0,-1.05,2.83,0.952,-1.09,-6.304,-10.317,-8.228,-5.435
2022-06-08,4115.77,23.96,48.11,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,0,0,0,0,0,-0.06,2.48,-1.079,-2.354,-8.8,-7.83,-7.137,-3.746
2022-06-09,4017.82,26.09,47.06,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,0,0,0,0,0,2.13,-1.05,-2.38,-2.842,-6.86,-8.529,-5.648,-0.458
2022-06-10,3900.86,27.75,40.0,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,0,0,0,0,1,1.66,-7.06,-2.911,-3.764,-2.759,-5.625,-1.88,1.513
2022-06-13,3749.63,34.02,25.09,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,0,0,1,1,1,6.27,-14.91,-3.877,-0.363,-2.124,0.389,2.096,5.568
2022-06-14,3735.48,32.69,20.53,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,1,0,1,1,1,-1.33,-4.56,-0.377,1.454,-1.617,0.651,2.923,4.949
2022-06-15,3789.99,29.62,29.26,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,0,0,1,1,1,-3.07,8.73,1.459,-3.299,-0.675,0.154,3.015,6.254
2022-06-16,3666.77,32.95,17.7,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,1,1,1,1,1,3.33,-11.56,-3.251,0.213,2.457,6.464,6.137,10.703
2022-06-17,3674.84,31.13,16.93,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,1,1,1,1,1,-1.82,-0.77,0.22,2.453,3.297,6.144,4.898,12.421
2022-06-21,3764.79,30.19,19.73,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,0,1,1,1,1,-0.94,2.8,2.448,-0.133,3.999,1.545,1.47,9.629
2022-06-22,3759.89,28.95,26.89,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,1,1,1,1,1,-1.24,7.16,-0.13,0.952,3.725,1.566,1.113,8.8
2022-06-23,3795.73,29.05,26.74,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,1,1,0,0,1,0.1,-0.15,0.953,3.085,0.687,-0.275,-0.142,9.56
2022-06-24,3911.74,27.23,30.86,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,0,0,0,0,1,-1.82,4.12,3.056,-0.306,-2.448,-2.277,-1.28,6.328
2022-06-27,3900.11,26.95,30.77,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,0,0,0,0,1,-0.28,-0.09,-0.297,-2.008,-2.933,-1.757,-1.771,6.265
2022-06-28,3821.55,28.36,28.14,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,0,1,1,1,1,1.41,-2.63,-2.014,-0.07,0.097,0.603,2.952,8.167
2022-06-29,3818.83,28.16,26.54,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,0,1,1,1,1,-0.2,-1.6,-0.071,-0.875,0.329,2.193,3.691,7.945
2022-06-30,3785.38,28.71,24.37,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,1,1,1,1,1,0.55,-2.17,-0.876,1.046,1.563,2.985,5.593,11.125
2022-07-01,3825.33,26.7,24.57,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,1,1,1,1,1,-2.01,0.2,1.055,0.16,2.042,0.769,3.601,10.09
2022-07-05,3831.39,27.54,22.17,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,1,1,0,1,1,0.84,-2.4,0.158,0.358,1.777,-0.329,3.541,11.731
2022-07-06,3845.08,26.73,22.83,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,1,1,0,1,1,-0.81,0.66,0.357,1.502,0.244,-1.13,1.983,11.799
2022-07-07,3902.62,26.08,27.6,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,0,0,0,1,1,-0.65,4.77,1.496,-0.084,-2.18,-2.919,3.147,10.47
2022-07-08,3899.38,24.64,31.34,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,0,0,0,1,1,-1.44,3.74,-0.083,-1.152,-2.501,-0.928,4.434,9.6
2022-07-11,3854.43,26.17,30.37,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,0,0,0,1,1,1.53,-0.97,-1.153,-0.914,-1.643,-0.605,7.074,11.01
2022-07-12,3818.8,27.29,30.31,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,0,1,1,1,1,1.12,-0.06,-0.924,-0.442,1.151,3.059,7.779,10.629
2022-07-13,3801.78,26.82,27.29,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,0,1,1,1,1,-0.47,-3.02,-0.446,-0.299,0.761,4.141,7.579,8.804
2022-07-14,3790.38,26.4,26.51,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,1,1,1,1,1,-0.42,-0.78,-0.3,1.914,3.848,5.486,9.595,8.9
2022-07-15,3863.16,24.23,33.29,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,0,1,1,1,1,-2.17,6.78,1.92,-0.852,2.552,2.598,7.619,7.324
2022-07-18,3830.85,25.3,35.89,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,1,1,1,1,1,1.07,2.6,-0.836,2.74,4.351,3.52,8.137,9.533
2022-07-19,3936.69,24.5,39.31,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,1,1,0,1,1,-0.8,3.42,2.763,0.606,0.651,-0.408,5.309,3.158
2022-07-20,3959.9,23.88,44.09,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,1,1,1,1,1,-0.62,4.78,0.59,0.992,0.176,1.618,4.13,1.796
2022-07-21,3998.95,23.11,48.2,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,0,0,1,1,0,-0.77,4.11,0.986,-0.942,-1.967,1.856,5.336,-0.323
2022-07-22,3961.63,23.03,42.43,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,1,1,1,1,0,-0.08,-5.77,-0.933,0.13,1.55,4.218,6.143,-0.166
2022-07-25,3966.84,23.36,42.2,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,0,1,1,1,1,0.33,-0.23,0.132,-1.156,2.665,3.832,7.909,0.0
2022-07-26,3921.05,24.69,42.0,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,1,1,1,1,1,1.33,-0.2,-1.154,2.585,5.275,4.289,9.481,0.081
2022-07-27,4023.61,23.24,46.63,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,1,1,1,1,0,-1.45,4.63,2.616,1.245,2.423,3.355,7.181,-2.944
2022-07-28,4072.43,22.33,48.49,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,1,1,1,1,0,-0.91,1.86,1.213,1.438,0.466,1.976,5.011,-2.3
2022-07-29,4130.29,21.33,52.4,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,0,1,1,1,0,-1.0,3.91,1.421,-0.286,0.611,0.366,3.768,-3.048
2022-08-01,4118.63,22.84,59.09,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,0,1,1,1,0,1.51,6.69,-0.282,-0.664,0.806,0.519,2.66,-1.241
2022-08-02,4091.19,23.93,57.37,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,1,1,1,1,1,1.09,-1.72,-0.666,1.553,1.311,0.759,1.136,0.467
2022-08-03,4155.17,21.95,60.26,63.98,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,0,0,1,0,0,-1.98,2.89,1.564,-0.079,-0.369,1.346,-0.646,-5.438
2022-08-04,4151.94,21.44,61.51,-3.23,63.98,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,0,0,1,0,0,-0.51,1.25,-0.078,-0.162,-0.709,1.332,-0.269,-4.956
2022-08-05,4145.19,21.15,63.31,-6.75,-3.23,63.98,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,0,1,1,1,0,-0.29,1.8,-0.163,-0.124,1.567,3.251,1.299,-5.873
2022-08-08,4140.06,21.29,64.74,-5.13,-6.75,-3.23,63.98,-27.44,-11.66,57.86,48.82,102.56,-45.79,0,1,1,0,0,0.14,1.43,-0.124,-0.424,1.621,3.789,-1.988,-6.435
2022-08-09,4122.47,21.77,64.46,-17.59,-5.13,-6.75,-3.23,63.98,-27.44,-11.66,57.86,48.82,102.56,1,1,1,0,0,0.48,-0.28,-0.425,2.12,3.809,4.414,-2.219,-5.376
2022-08-10,4210.24,19.74,65.11,87.77,-17.59,-5.13,-6.75,-3.23,63.98,-27.44,-11.66,57.86,48.82,0,1,1,0,0,-2.03,0.65,2.129,-0.072,2.108,1.548,-5.436,-8.595
2022-08-11,4207.27,20.2,65.83,-2.97,87.77,-17.59,-5.13,-6.75,-3.23,63.98,-27.44,-11.66,57.86,1,1,1,0,0,0.46,0.72,-0.071,1.731,2.326,1.816,-5.992,-9.912
2022-08-12,4280.15,19.53,68.03,72.88,-2.97,87.77,-17.59,-5.13,-6.75,-3.23,63.98,-27.44,-11.66,1,0,0,0,0,-0.67,2.2,1.732,0.404,-0.145,-1.228,-7.447,-12.411
2022-08-15,4297.14,19.95,66.83,16.99,72.88,-2.97,87.77,-17.59,-5.13,-6.75,-3.23,63.98,-27.44,1,0,0,0,0,0.42,-1.2,0.397,0.188,-0.313,-3.718,-8.712,-14.11
2022-08-16,4305.2,19.69,67.94,8.06,16.99,72.88,-2.97,87.77,-17.59,-5.13,-6.75,-3.23,63.98,0,0,0,0,0,-0.26,1.11,0.188,-0.725,-1.785,-4.107,-9.239,-15.13
2022-08-17,4274.04,19.9,67.14,-31.16,8.06,16.99,72.88,-2.97,87.77,-17.59,-5.13,-6.75,-3.23,1,0,0,0,0,0.21,-0.8,-0.724,0.225,-3.16,-3.096,-6.833,-14.558
2022-08-18,4283.74,19.56,66.37,9.7,-31.16,8.06,16.99,72.88,-2.97,87.77,-17.59,-5.13,-6.75,0,0,0,0,0,-0.34,-0.77,0.227,-1.293,-3.627,-1.98,-6.494,-13.212
2022-08-19,4228.48,20.6,63.71,-55.26,9.7,-31.16,8.06,16.99,72.88,-2.97,87.77,-17.59,-5.13,0,0,0,0,0,1.04,-2.66,-1.29,-2.112,-2.048,-3.988,-3.761,-13.727
2022-08-22,4137.99,23.8,60.31,-90.49,-55.26,9.7,-31.16,8.06,16.99,72.88,-2.97,87.77,-17.59,0,1,0,0,0,3.2,-3.4,-2.14,-0.219,1.446,-2.539,-0.652,-13.063
2022-08-23,4128.73,24.11,57.43,-9.26,-90.49,-55.26,9.7,-31.16,8.06,16.99,72.88,-2.97,87.77,1,0,0,0,0,0.31,-2.88,-0.224,0.291,-1.718,-3.445,-4.738,-10.882
2022-08-24,4140.77,22.82,57.51,12.04,-9.26,-90.49,-55.26,9.7,-31.16,8.06,16.99,72.88,-2.97,1,0,0,0,0,-1.29,0.08,0.292,1.413,-2.668,-4.499,-4.717,-8.473
2022-08-25,4199.12,21.78,58.26,58.35,12.04,-9.26,-90.49,-55.26,9.7,-31.16,8.06,16.99,72.88,0,0,0,0,0,-1.04,0.75,1.409,-3.416,-5.143,-5.609,-7.191,-10.043
2022-08-26,4057.66,25.56,55.74,-141.46,58.35,12.04,-9.26,-90.49,-55.26,9.7,-31.16,8.06,16.99,0,0,0,0,0,3.78,-2.52,-3.369,-0.644,-2.445,-3.177,-4.39,-7.457
2022-08-29,4030.61,26.21,54.29,-27.05,-141.46,58.35,12.04,-9.26,-90.49,-55.26,9.7,-31.16,8.06,0,0,0,0,0,0.65,-1.45,-0.667,-1.095,-1.571,-3.017,-3.222,-9.635
2022-08-30,3986.16,26.21,49.8,-44.45,-27.05,-141.46,58.35,12.04,-9.26,-90.49,-55.26,9.7,-31.16,0,0,0,0,0,0.0,-4.49,-1.103,-0.773,-1.536,-0.156,-3.231,-9.273
2022-08-31,3955.0,25.87,52.09,-31.16,-44.45,-27.05,-141.46,58.35,12.04,-9.26,-90.49,-55.26,9.7,1,0,1,0,0,-0.34,2.29,-0.782,0.297,-1.174,1.284,-4.141,-9.186
2022-09-01,3966.85,25.56,49.37,11.85,-31.16,-44.45,-27.05,-141.46,58.35,12.04,-9.26,-90.49,-55.26,0,1,1,0,0,-0.31,-2.72,0.3,-1.077,0.329,2.541,-5.281,-9.856
2022-09-02,3924.26,25.47,42.46,-42.59,11.85,-31.16,-44.45,-27.05,-141.46,58.35,12.04,-9.26,-90.49,0,1,1,0,0,-0.09,-6.91,-1.074,-0.405,2.065,4.693,-5.824,-6.412
2022-09-06,3908.19,26.91,40.63,-16.07,-42.59,11.85,-31.16,-44.45,-27.05,-141.46,58.35,12.04,-9.26,1,1,1,0,0,1.44,-1.83,-0.41,1.827,4.056,0.624,-6.451,-8.285
2022-09-07,3979.87,24.64,39.63,71.68,-16.07,-42.59,11.85,-31.16,-44.45,-27.05,-141.46,58.35,12.04,1,1,0,0,0,-2.27,-1.0,1.834,0.673,3.34,-0.866,-8.51,-7.725
2022-09-08,4006.18,23.61,40.37,26.31,71.68,-16.07,-42.59,11.85,-31.16,-44.45,-27.05,-141.46,58.35,1,0,0,0,0,-1.03,0.74,0.661,1.537,-1.847,-2.634,-7.215,-7.191
2022-09-09,4067.36,22.79,43.8,61.18,26.31,71.68,-16.07,-42.59,11.85,-31.16,-44.45,-27.05,-141.46,1,0,0,0,0,-0.82,3.43,1.527,1.075,-3.029,-4.843,-10.656,-9.291
2022-09-12,4110.41,23.87,47.6,43.05,61.18,26.31,71.68,-16.07,-42.59,11.85,-31.16,-44.45,-27.05,0,0,0,0,0,1.08,3.8,1.058,-4.369,-5.14,-5.176,-12.902,-10.932
2022-09-13,3932.69,27.27,36.63,-177.72,43.05,61.18,26.31,71.68,-16.07,-42.59,11.85,-31.16,-44.45,1,0,0,0,0,3.4,-10.97,-4.324,0.324,-1.444,-1.867,-6.186,-4.378
2022-09-14,3946.01,26.16,41.89,13.32,-177.72,43.05,61.18,26.31,71.68,-16.07,-42.59,11.85,-31.16,0,0,0,0,0,-1.11,5.26,0.339,-1.136,-1.173,-3.969,-3.943,-3.78
2022-09-15,3901.35,26.27,40.66,-44.66,13.32,-177.72,43.05,61.18,26.31,71.68,-16.07,-42.59,11.85,0,0,0,0,0,0.11,-1.23,-1.132,-0.71,-1.151,-3.633,-2.992,-1.07
2022-09-16,3873.33,26.3,35.29,-28.02,-44.66,13.32,-177.72,43.05,61.18,26.31,71.68,-16.07,-42.59,1,0,0,0,0,0.03,-5.37,-0.718,0.681,-2.138,-4.616,-3.302,-1.095
2022-09-19,3899.89,25.76,36.31,26.56,-28.02,-44.66,13.32,-177.72,43.05,61.18,26.31,71.68,-16.07,0,0,0,0,0,-0.54,1.02,0.686,-1.135,-3.664,-6.321,-6.719,-2.39
2022-09-20,3855.93,27.16,36.11,-43.96,26.56,-28.02,-44.66,13.32,-177.72,43.05,61.18,26.31,71.68,0,0,0,0,1,1.4,-0.2,-1.127,-1.692,-4.172,-5.35,-6.245,1.157
2022-09-21,3789.93,27.99,27.21,-66.0,-43.96,26.56,-28.02,-44.66,13.32,-177.72,43.05,61.18,26.31,0,0,0,0,1,0.83,-8.9,-1.712,-0.828,-3.498,-1.838,-5.215,2.128
2022-09-22,3757.99,27.35,24.49,-31.94,-66.0,-43.96,26.56,-28.02,-44.66,13.32,-177.72,43.05,61.18,0,0,0,0,1,-0.64,-2.72,-0.843,-1.709,-2.921,-3.101,-4.775,2.589
2022-09-23,3693.23,29.92,21.69,-64.76,-31.94,-66.0,-43.96,26.56,-28.02,-44.66,13.32,-177.72,43.05,0,1,0,0,1,2.57,-2.8,-1.723,-1.016,0.687,-2.863,-0.621,1.768
2022-09-26,3655.04,32.26,17.63,-38.19,-64.76,-31.94,-66.0,-43.96,26.56,-28.02,-44.66,13.32,-177.72,0,0,1,0,1,2.34,-4.06,-1.034,-0.21,-0.395,0.633,-1.949,1.756
2022-09-27,3647.29,32.6,16.51,-7.75,-38.19,-64.76,-31.94,-66.0,-43.96,26.56,-28.02,-44.66,13.32,1,0,1,1,1,0.34,-1.12,-0.212,1.963,-1.687,3.93,0.839,3.372
2022-09-28,3719.04,30.18,17.03,71.75,-7.75,-38.19,-64.76,-31.94,-66.0,-43.96,26.56,-28.02,-44.66,0,0,1,1,1,-2.42,0.52,1.967,-2.154,-1.113,1.761,0.026,2.406
2022-09-29,3640.47,31.84,13.26,-78.57,71.75,-7.75,-38.19,-64.76,-31.94,-66.0,-43.96,26.56,-28.02,0,1,1,1,1,1.66,-3.77,-2.113,-1.475,4.046,2.798,1.471,5.045
2022-09-30,3585.62,31.62,16.46,-54.85,-78.57,71.75,-7.75,-38.19,-64.76,-31.94,-66.0,-43.96,26.56,1,1,1,1,1,-0.22,3.2,-1.507,2.549,5.43,1.484,2.202,4.476
2022-10-03,3678.43,30.1,20.39,92.81,-54.85,-78.57,71.75,-7.75,-38.19,-64.76,-31.94,-66.0,-43.96,1,1,0,1,1,-1.52,3.93,2.588,3.138,1.843,-1.842,2.073,7.752
2022-10-04,3790.93,29.07,27.89,112.5,92.81,-54.85,-78.57,71.75,-7.75,-38.19,-64.76,-31.94,-66.0,0,0,0,1,1,-1.03,7.5,3.058,-0.208,-4.112,-5.494,0.174,5.491
2022-10-05,3783.28,28.55,29.71,-7.65,112.5,92.81,-54.85,-78.57,71.75,-7.75,-38.19,-64.76,-31.94,0,0,0,1,1,-0.52,1.82,-0.202,-1.022,-4.508,-5.441,2.0,4.589
2022-10-06,3744.52,30.52,23.14,-38.76,-7.65,112.5,92.81,-54.85,-78.57,71.75,-7.75,-38.19,-64.76,0,0,0,1,1,1.97,-6.57,-1.025,-2.772,-4.115,-1.972,2.275,6.534
2022-10-07,3639.66,31.36,19.67,-104.86,-38.76,-7.65,112.5,92.81,-54.85,-78.57,71.75,-7.75,-38.19,0,0,0,1,1,0.84,-3.47,-2.8,-0.728,-1.673,-1.511,4.477,8.523
2022-10-10,3612.39,32.45,19.4,-27.27,-104.86,-38.76,-7.65,112.5,92.81,-54.85,-78.57,71.75,-7.75,0,1,1,1,1,1.09,-0.27,-0.749,-0.647,1.58,1.801,7.931,9.181
