DATE,SP500,VIX,FNG,RSI,BB_Upper_Distance,BB_Lower_Distance,VIX_lag1,FNG_lag1,VIX_lag3,FNG_lag3,VIX_lag5,FNG_lag5,VIX_MA3,FNG_MA3,S&P_1day_up,S&P_3day_up,S&P_5day_up
2022-12-20,3821.62,21.48,38.31,40.01,0.0723,0.001,22.42,39.97,22.83,60.14,22.55,59.17,22.17,40.81,1,1,0
2022-12-21,3878.44,20.07,38.54,45.9,0.058,0.0187,21.48,38.31,22.62,44.14,21.14,60.94,21.32,38.94,0,0,0
2022-12-22,3822.39,21.97,37.0,41.57,0.0712,0.0089,20.07,38.54,22.42,39.97,22.83,60.14,21.17,37.95,1,0,1
2022-12-23,3844.82,20.87,39.51,43.85,0.0643,0.0179,21.97,37.0,21.48,38.31,22.62,44.14,20.97,38.35,0,1,0
2022-12-27,3829.25,21.65,39.94,42.61,0.0681,0.0175,20.87,39.51,20.07,38.54,22.42,39.97,21.5,38.82,0,1,1
2022-12-28,3783.22,22.14,35.51,39.07,0.08,0.0108,21.65,39.94,21.97,37.0,21.48,38.31,21.55,38.32,1,1,1
2022-12-29,3849.28,21.44,37.14,46.0,0.0588,0.0286,22.14,35.51,20.87,39.51,20.07,38.54,21.74,37.53,0,1,1
2022-12-30,3839.5,21.67,36.51,45.18,0.0553,0.0255,21.44,37.14,21.65,39.94,21.97,37.0,21.75,36.39,0,0,1
2023-01-03,3824.14,22.9,36.6,43.86,0.0524,0.0203,21.67,36.51,22.14,35.51,20.87,39.51,22.0,36.75,1,1,1
2023-01-04,3852.97,22.01,39.86,46.99,0.0417,0.0279,22.9,36.6,21.44,37.14,21.65,39.94,22.19,37.66,0,1,1
2023-01-05,3808.1,22.46,44.17,42.97,0.0516,0.018,22.01,39.86,21.67,36.51,22.14,35.51,22.46,40.21,1,1,1
2023-01-06,3895.08,21.13,45.71,51.61,0.0289,0.0412,22.46,44.17,22.9,36.6,21.44,37.14,21.87,43.25,0,1,1
2023-01-09,3892.09,21.97,47.2,51.32,0.0274,0.0398,21.13,45.71,22.01,39.86,21.67,36.51,21.85,45.69,1,1,1
2023-01-10,3919.25,20.58,49.66,53.84,0.0201,0.0469,21.97,47.2,22.46,44.17,22.9,36.6,21.23,47.52,1,1,1
2023-01-11,3969.61,21.09,54.23,58.16,0.0063,0.0597,20.58,49.66,21.13,45.71,22.01,39.86,21.21,50.36,1,1,0
2023-01-12,3983.17,18.83,56.69,59.26,0.0005,0.0615,21.09,54.23,21.97,47.2,22.46,44.17,20.17,53.53,1,0,0
2023-01-13,3999.09,18.35,61.31,60.58,-0.0033,0.066,18.83,56.69,20.58,49.66,21.13,45.71,19.42,57.41,0,0,1
2023-01-17,3990.97,19.36,64.14,59.52,0.0028,0.0656,18.35,61.31,21.09,54.23,21.97,47.2,18.85,60.71,0,0,1
2023-01-18,3928.86,20.34,58.43,52.04,0.0197,0.0485,19.36,64.14,18.83,56.69,20.58,49.66,19.35,61.29,0,1,1
2023-01-19,3898.85,20.52,55.43,48.85,0.0275,0.0386,20.34,58.43,18.35,61.31,21.09,54.23,20.07,59.33,1,1,1
2023-01-20,3972.61,19.85,58.54,56.0,0.0116,0.0569,20.52,55.43,19.36,64.14,18.83,56.69,20.24,57.47,1,1,1
2023-01-23,4019.81,19.81,63.6,59.86,0.0045,0.0708,19.85,58.54,20.34,58.43,18.35,61.31,20.06,59.19,0,1,0
2023-01-24,4016.95,19.2,63.0,59.52,0.0089,0.0687,19.81,63.6,20.52,55.43,19.36,64.14,19.62,61.71,0,1,1
2023-01-25,4016.22,19.08,63.89,59.43,0.0123,0.0674,19.2,63.0,19.85,58.54,20.34,58.43,19.36,63.5,1,1,1
2023-01-26,4060.43,18.73,68.03,63.19,0.006,0.0779,19.08,63.89,19.81,63.6,20.52,55.43,19.0,64.97,1,1,1
2023-01-27,4070.56,18.51,69.2,64.01,0.0065,0.0758,18.73,68.03,19.2,63.0,19.85,58.54,18.77,67.04,0,1,1
2023-01-30,4017.77,19.94,67.46,56.88,0.0208,0.0589,18.51,69.2,19.08,63.89,19.81,63.6,19.06,68.23,1,1,1
2023-01-31,4076.6,19.4,70.34,61.96,0.0096,0.0713,19.94,67.46,18.73,68.03,19.2,63.0,19.28,69.0,1,1,1
2023-02-01,4119.21,17.87,82.17,65.17,0.0031,0.0787,19.4,70.34,18.51,69.2,19.08,63.89,19.07,73.32,1,0,0
2023-02-02,4179.76,18.73,75.2,69.14,-0.0044,0.0936,17.87,82.17,19.94,67.46,18.73,68.03,18.67,75.9,0,0,0
2023-02-03,4136.48,18.33,76.14,63.56,0.0073,0.0746,18.73,75.2,19.4,70.34,18.51,69.2,18.31,77.84,0,0,0
2023-02-06,4111.08,19.43,75.91,60.47,0.0153,0.0642,18.33,76.14,17.87,82.17,19.94,67.46,18.83,75.75,1,0,1
2023-02-07,4164.0,18.66,76.34,64.36,0.006,0.0743,19.43,75.91,18.73,75.2,19.4,70.34,18.81,76.13,0,0,0
2023-02-08,4117.86,19.63,74.63,58.92,0.0182,0.0584,18.66,76.34,18.33,76.14,17.87,82.17,19.24,75.63,0,1,1
2023-02-09,4081.5,20.71,72.63,54.98,0.0275,0.0468,19.63,74.63,19.43,75.91,18.73,75.2,19.67,74.53,1,1,1
2023-02-10,4090.46,20.53,72.49,55.76,0.0262,0.0471,20.71,72.63,18.66,76.34,18.33,76.14,20.29,73.25,1,1,0
2023-02-13,4137.29,20.34,71.83,59.72,0.0171,0.0578,20.53,72.49,19.63,74.63,19.43,75.91,20.53,72.32,0,0,0
2023-02-14,4136.13,18.91,73.26,59.58,0.0191,0.0555,20.34,71.83,20.71,72.63,18.66,76.34,19.93,72.53,1,0,0
2023-02-15,4147.6,18.23,73.66,60.57,0.0164,0.0526,18.91,73.26,20.53,72.49,19.63,74.63,19.16,72.92,0,0,0
2023-02-16,4090.41,20.17,70.71,53.48,0.0259,0.0285,18.23,73.66,20.34,71.83,20.71,72.63,19.1,72.54,0,0,0
2023-02-17,4079.09,20.02,69.49,52.17,0.0267,0.0209,20.17,70.71,18.91,73.26,20.53,72.49,19.47,71.29,0,0,0
2023-02-21,3997.34,22.87,65.91,43.86,0.0469,0.0016,20.02,69.49,18.23,73.66,20.34,71.83,21.02,68.7,0,0,0
2023-02-22,3991.05,22.29,64.17,43.29,0.0491,0.0015,22.87,65.91,20.17,70.71,18.91,73.26,21.73,66.52,1,0,0
2023-02-23,4012.32,21.14,62.66,45.86,0.0441,0.007,22.29,64.17,20.02,69.49,18.23,73.66,22.1,64.25,0,0,0
2023-02-24,3970.04,21.67,60.66,41.81,0.0558,0.0005,21.14,62.66,22.87,65.91,20.17,70.71,21.7,62.5,1,0,1
2023-02-27,3982.24,20.95,61.23,43.36,0.0538,0.0068,21.67,60.66,22.29,64.17,20.02,69.49,21.25,61.52,0,0,1
2023-02-28,3970.15,20.7,61.2,42.16,0.0575,0.006,20.95,61.23,21.14,62.66,22.87,65.91,21.11,61.03,0,1,1
2023-03-01,3951.39,20.58,65.91,40.29,0.0631,0.0057,20.7,61.2,21.67,60.66,22.29,64.17,20.74,62.78,1,1,1
2023-03-02,3981.35,19.59,52.46,44.52,0.0553,0.0161,20.58,65.91,20.95,61.23,21.14,62.66,20.29,59.86,1,1,0
2023-03-03,4045.64,18.49,55.69,52.32,0.0364,0.0318,19.59,52.46,20.7,61.2,21.67,60.66,19.55,58.02,1,0,0
2023-03-06,4048.42,18.61,55.26,52.63,0.0336,0.0325,18.49,55.69,20.58,65.91,20.95,61.23,18.9,54.47,0,0,0
2023-03-07,3986.37,19.59,48.51,45.51,0.0472,0.0184,18.61,55.26,19.59,52.46,20.7,61.2,18.9,53.15,1,0,0
2023-03-08,3992.01,19.11,49.83,46.23,0.0419,0.0198,19.59,48.51,18.49,55.69,20.58,65.91,19.1,51.2,0,0,0
2023-03-09,3918.32,22.61,37.54,39.05,0.0585,0.0049,19.11,49.83,18.61,55.26,19.59,52.46,20.44,45.29,0,1,1
2023-03-10,3861.59,24.8,26.89,34.6,0.0734,-0.0025,22.61,37.54,19.59,48.51,18.49,55.69,22.17,38.09,0,1,1
2023-03-13,3855.76,26.52,23.36,34.16,0.075,0.0022,24.8,26.89,19.11,49.83,18.61,55.26,24.64,29.26,1,1,1
2023-03-14,3919.29,23.73,25.09,42.56,0.0556,0.0197,26.52,23.36,22.61,37.54,19.59,48.51,25.02,25.11,0,0,1
2023-03-15,3891.93,26.14,22.69,40.19,0.0577,0.0138,23.73,25.09,24.8,26.89,19.11,49.83,25.46,23.71,1,1,1
2023-03-16,3960.28,22.99,32.57,48.0,0.0342,0.0286,26.14,22.69,26.52,23.36,22.61,37.54,24.29,26.78,0,1,0
2023-03-17,3916.64,25.51,27.0,44.05,0.0406,0.0171,22.99,32.57,23.73,25.09,24.8,26.89,24.88,27.42,1,1,1
2023-03-20,3951.57,24.15,30.43,47.76,0.0276,0.0246,25.51,27.0,26.14,22.69,26.52,23.36,24.22,30.0,1,0,1
2023-03-21,4002.87,21.38,43.49,52.72,0.0152,0.038,24.15,30.43,22.99,32.57,23.73,25.09,23.68,33.64,0,0,0
2023-03-22,3936.97,22.26,41.03,46.6,0.0306,0.0215,21.38,43.49,25.51,27.0,26.14,22.69,22.6,38.32,1,1,1
2023-03-23,3948.72,22.61,38.34,47.76,0.0262,0.0246,22.26,41.03,24.15,30.43,22.99,32.57,22.08,40.95,1,1,1
2023-03-24,3970.99,21.74,37.71,49.99,0.0208,0.0303,22.61,38.34,21.38,43.49,25.51,27.0,22.2,39.03,1,1,1
2023-03-27,3977.53,20.6,40.2,50.65,0.019,0.032,21.74,37.71,22.26,41.03,24.15,30.43,21.65,38.75,0,1,1
2023-03-28,3971.27,19.97,39.6,49.97,0.0206,0.0304,20.6,40.2,22.61,38.34,21.38,43.49,20.77,39.17,1,1,1
2023-03-29,4027.81,19.12,41.46,55.79,0.0088,0.0454,19.97,39.6,21.74,37.71,22.26,41.03,19.9,40.42,1,1,1
2023-03-30,4050.83,19.02,45.23,57.93,0.0057,0.0524,19.12,41.46,20.6,40.2,22.61,38.34,19.37,42.1,1,1,1
2023-03-31,4109.31,18.7,49.49,62.86,-0.0048,0.0701,19.02,45.23,19.97,39.6,21.74,37.71,18.95,45.39,1,0,0
2023-04-03,4124.51,18.55,61.49,64.04,-0.0042,0.0768,18.7,49.49,19.12,41.46,20.6,40.2,18.76,52.07,0,0,0
2023-04-04,4100.6,19.0,50.23,60.77,0.0058,0.0722,18.55,61.49,19.02,45.23,19.97,39.6,18.75,53.74,0,1,0
2023-04-05,4090.38,19.08,52.63,59.37,0.0114,0.0704,19.0,50.23,18.7,49.49,19.12,41.46,18.88,54.78,1,1,1
2023-04-06,4105.02,18.4,55.26,60.76,0.0116,0.0734,19.08,52.63,18.55,61.49,19.02,45.23,18.83,52.71,1,0,1
2023-04-10,4109.11,18.97,57.91,61.16,0.0129,0.0702,18.4,55.26,19.0,50.23,18.7,49.49,18.82,55.27,0,1,1
2023-04-11,4108.94,19.1,58.49,61.14,0.014,0.0645,18.97,57.91,19.08,52.63,18.55,61.49,18.82,57.22,0,1,1
2023-04-12,4091.95,19.09,60.74,58.28,0.0195,0.0569,19.1,58.49,18.4,55.26,19.0,50.23,19.05,59.05,1,1,1
2023-04-13,4146.22,17.8,63.17,64.06,0.0087,0.0665,19.09,60.74,18.97,57.91,19.08,52.63,18.66,60.8,0,1,0
2023-04-14,4137.64,17.07,65.71,62.58,0.0134,0.0625,17.8,63.17,19.1,58.49,18.4,55.26,17.99,63.21,1,1,0
2023-04-17,4151.32,16.95,67.09,64.01,0.0117,0.0615,17.07,65.71,19.09,60.74,18.97,57.91,17.27,65.32,1,0,0
2023-04-18,4154.87,16.83,65.49,64.38,0.0127,0.059,16.95,67.09,17.8,63.17,19.1,58.49,16.95,66.1,0,0,0
2023-04-19,4154.52,16.46,67.26,64.31,0.015,0.0574,16.83,65.49,17.07,65.71,19.09,60.74,16.75,66.61,0,0,0
2023-04-20,4129.79,17.17,64.06,59.28,0.0202,0.0452,16.46,67.26,16.95,67.09,17.8,63.17,16.82,65.6,1,0,1
2023-04-21,4133.52,16.77,63.51,59.79,0.0183,0.0401,17.17,64.06,16.83,65.49,17.07,65.71,16.8,64.94,1,0,1
2023-04-24,4137.04,16.89,63.49,60.3,0.0164,0.0356,16.77,63.51,16.46,67.26,16.95,67.09,16.94,63.69,0,0,1
2023-04-25,4071.63,18.76,57.06,48.15,0.0296,0.0142,16.89,63.49,17.17,64.06,16.83,65.49,17.47,61.35,0,1,1
2023-04-26,4055.99,18.84,52.4,45.78,0.0298,0.0043,18.76,57.06,16.77,63.51,16.46,67.26,18.16,57.65,1,1,1
2023-04-27,4135.35,17.03,58.31,57.29,0.0097,0.0201,18.84,52.4,16.89,63.49,17.17,64.06,18.21,55.92,1,0,0
2023-04-28,4169.48,15.78,59.43,61.11,0.0022,0.0262,17.03,58.31,18.76,57.06,16.77,63.51,17.22,56.71,0,0,0
2023-05-01,4167.87,16.08,59.43,60.83,0.004,0.0259,15.78,59.43,18.84,52.4,16.89,63.49,16.3,59.06,0,0,0
2023-05-02,4119.58,17.78,55.51,53.07,0.0155,0.014,16.08,59.43,17.03,58.31,18.76,57.06,16.55,58.12,0,1,0
2023-05-03,4090.75,18.34,54.63,49.05,0.0225,0.0073,17.78,55.51,15.78,59.43,18.84,52.4,17.4,56.52,0,1,1
2023-05-04,4061.22,20.09,49.6,45.27,0.0302,0.0014,18.34,54.63,16.08,59.43,17.03,58.31,18.74,53.25,1,1,1
2023-05-05,4136.25,17.19,53.89,54.81,0.0126,0.0195,20.09,49.6,17.78,55.51,15.78,59.43,18.54,52.71,1,1,0
2023-05-08,4138.12,16.98,57.14,55.02,0.0125,0.0196,17.19,53.89,18.34,54.63,16.08,59.43,18.09,53.54,0,0,0
2023-05-09,4119.17,17.71,59.57,52.36,0.0171,0.0147,16.98,57.14,20.09,49.6,17.78,55.51,17.29,56.87,1,1,0
2023-05-10,4137.64,16.94,59.97,54.66,0.0128,0.0183,17.71,59.57,17.19,53.89,18.34,54.63,17.21,58.89,0,0,1
2023-05-11,4130.62,16.93,59.06,53.6,0.0142,0.0166,16.94,59.97,16.98,57.14,20.09,49.6,17.19,59.53,0,0,1
2023-05-12,4124.08,17.03,57.34,52.58,0.0155,0.0151,16.93,59.06,17.71,59.57,17.19,53.89,16.97,58.79,1,1,1
2023-05-15,4136.28,17.12,57.26,54.33,0.0122,0.0181,17.03,57.34,16.94,59.97,16.98,57.14,17.03,57.89,0,1,1
2023-05-16,4109.9,17.99,55.29,50.03,0.0177,0.0119,17.12,57.26,16.93,59.06,17.71,59.57,17.38,56.63,1,1,1
2023-05-17,4158.77,16.87,60.26,56.84,0.0062,0.0239,17.99,55.29,17.03,57.34,16.94,59.97,17.33,57.6,1,1,0
2023-05-18,4198.05,16.05,64.91,61.4,-0.0004,0.0348,16.87,60.26,17.12,57.26,16.93,59.06,16.97,60.15,0,0,0
2023-05-19,4191.98,16.81,65.46,60.34,0.0031,0.034,16.05,64.91,17.99,55.29,17.03,57.34,16.58,63.54,1,0,1
2023-05-22,4192.63,17.21,67.86,60.42,0.0047,0.0347,16.81,65.46,16.87,60.26,17.12,57.26,16.69,66.08,0,0,1
2023-05-23,4145.58,18.53,65.8,52.31,0.0156,0.0209,17.21,67.86,16.05,64.91,17.99,55.29,17.52,66.37,0,1,1
2023-05-24,4115.24,20.03,61.83,47.85,0.0215,0.0106,18.53,65.8,16.81,65.46,16.87,60.26,18.59,65.16,1,1,1
2023-05-25,4151.28,19.14,62.69,52.98,0.0132,0.0193,20.03,61.83,17.21,67.86,16.05,64.91,19.23,63.44,1,1,1
2023-05-26,4205.45,17.95,65.71,59.44,0.0019,0.0333,19.14,62.69,18.53,65.8,16.81,65.46,19.04,63.41,1,1,1
2023-05-30,4205.52,17.46,66.09,59.44,0.0034,0.034,17.95,65.71,20.03,61.83,17.21,67.86,18.18,64.83,0,1,1
2023-05-31,4179.83,17.94,64.17,55.27,0.0103,0.0271,17.46,66.09,19.14,62.69,18.53,65.8,17.78,65.32,1,1,1
2023-06-01,4221.02,15.65,68.06,60.11,0.0026,0.0361,17.94,64.17,17.95,65.71,20.03,61.83,17.02,66.11,1,1,1
2023-06-02,4282.37,14.6,75.43,66.0,-0.0076,0.0502,15.65,68.06,17.46,66.09,19.14,62.69,16.06,69.22,0,0,1
2023-06-05,4273.79,14.73,69.49,64.56,-0.0013,0.0492,14.6,75.43,17.94,64.17,17.95,65.71,14.99,70.99,1,1,1
2023-06-06,4283.85,13.96,73.51,65.51,0.0005,0.0525,14.73,69.49,15.65,68.06,17.46,66.09,14.43,72.81,0,1,1
2023-06-07,4267.52,13.94,74.46,62.59,0.0067,0.0473,13.96,73.51,14.6,75.43,17.94,64.17,14.21,72.49,1,1,1
2023-06-08,4293.93,13.65,75.77,65.29,0.0041,0.0537,13.94,74.46,14.73,69.49,15.65,68.06,13.85,74.58,1,1,1
2023-06-09,4298.86,13.83,76.97,65.78,0.006,0.0539,13.65,75.77,13.96,73.51,14.6,75.43,13.81,75.73,1,1,1
2023-06-12,4338.93,15.01,78.06,69.59,0.0011,0.0631,13.83,76.97,13.94,74.46,14.73,69.49,14.16,76.93,1,1,1
2023-06-13,4369.01,14.61,79.63,72.1,-0.0005,0.0705,15.01,78.06,13.65,75.77,13.96,73.51,14.48,78.22,1,1,0
2023-06-14,4372.59,13.88,79.63,72.39,0.0026,0.0689,14.61,79.63,13.83,76.97,13.94,74.46,14.5,79.11,1,1,1
2023-06-15,4425.84,14.5,80.89,76.36,-0.0027,0.0828,13.88,79.63,15.01,78.06,13.65,75.77,14.33,80.05,0,0,0
2023-06-16,4409.59,13.54,81.26,72.92,0.0061,0.0792,14.5,80.89,14.61,79.63,13.83,76.97,13.97,80.59,0,0,0
2023-06-20,4388.71,13.88,80.11,68.64,0.0141,0.0729,13.54,81.26,13.88,79.63,15.01,78.06,13.97,80.75,0,0,0
2023-06-21,4365.69,13.2,80.11,64.16,0.0214,0.0652,13.88,80.11,14.5,80.89,14.61,79.63,13.54,80.49,1,0,1
2023-06-22,4381.89,12.91,80.06,65.85,0.0191,0.0646,13.2,80.11,13.54,81.26,13.88,79.63,13.33,80.09,0,0,1
2023-06-23,4348.33,13.44,75.71,59.59,0.0251,0.0488,12.91,80.06,13.88,80.11,14.5,80.89,13.18,78.63,0,1,1
2023-06-26,4328.82,14.25,73.46,56.25,0.0279,0.0378,13.44,75.71,13.2,80.11,13.54,81.26,13.53,76.41,1,1,1
2023-06-27,4378.41,13.74,75.49,62.08,0.0173,0.046,14.25,73.46,12.91,80.06,13.88,80.11,13.81,74.89,0,1,1
2023-06-28,4376.86,13.43,76.51,61.8,0.0176,0.0413,13.74,75.49,13.44,75.71,13.2,80.11,13.81,75.15,1,1,1
2023-06-29,4396.44,13.54,79.2,63.99,0.0118,0.039,13.43,76.51,14.25,73.46,12.91,80.06,13.57,77.07,1,1,1
2023-06-30,4450.38,13.59,79.49,69.21,0.0013,0.0479,13.54,79.2,13.74,75.49,13.44,75.71,13.52,78.4,1,0,0
2023-07-03,4455.59,13.57,82.23,69.67,0.003,0.048,13.59,79.49,13.43,76.51,14.25,73.46,13.57,80.31,0,0,0
2023-07-05,4446.82,14.18,79.26,67.84,0.0066,0.0435,13.57,82.23,13.54,79.2,13.74,75.49,13.78,80.33,0,0,1
2023-07-06,4411.59,15.44,77.91,60.92,0.0145,0.0322,14.18,79.26,13.59,79.49,13.43,76.51,14.4,79.8,0,1,1
2023-07-07,4398.95,14.83,77.69,58.61,0.016,0.0247,15.44,77.91,13.57,82.23,13.54,79.2,14.82,78.29,1,1,1
2023-07-10,4409.53,15.07,76.69,59.98,0.013,0.0236,14.83,77.69,14.18,79.26,13.59,79.49,15.11,77.43,1,1,1
2023-07-11,4439.26,14.84,78.29,63.62,0.006,0.0269,15.07,76.69,15.44,77.91,13.57,82.23,14.91,77.56,1,1,1
2023-07-12,4472.16,13.54,78.17,67.18,0.0008,0.0335,14.84,78.29,14.83,77.69,14.18,79.26,14.48,77.72,1,1,1
2023-07-13,4510.04,13.61,79.4,70.73,-0.0034,0.0435,13.54,78.17,15.07,76.69,15.44,77.91,14.0,78.62,0,1,1
2023-07-14,4505.42,13.34,79.8,69.73,0.0009,0.0428,13.61,79.4,14.84,78.29,14.83,77.69,13.5,79.12,1,1,1
2023-07-17,4522.79,13.48,80.03,71.36,0.0006,0.0483,13.34,79.8,13.54,78.17,15.07,76.69,13.48,79.74,1,1,1
2023-07-18,4554.98,13.3,81.69,74.13,-0.0016,0.0577,13.48,80.03,13.61,79.4,14.84,78.29,13.37,80.51,1,0,1
2023-07-19,4565.72,13.76,82.34,75.0,0.0008,0.0612,13.3,81.69,13.34,79.8,13.54,78.17,13.51,81.35,0,0,1
2023-07-20,4534.87,13.99,80.86,67.94,0.0099,0.0525,13.76,82.34,13.48,80.03,13.61,79.4,13.68,81.63,1,1,1
2023-07-21,4536.34,13.6,81.03,68.09,0.0118,0.0516,13.99,80.86,13.3,81.69,13.34,79.8,13.78,81.41,1,1,1
2023-07-24,4554.64,13.91,82.51,70.02,0.0097,0.0529,13.6,81.03,13.76,82.34,13.48,80.03,13.83,81.47,1,0,1
2023-07-25,4567.46,13.86,81.23,71.33,0.0079,0.0512,13.91,82.51,13.99,80.86,13.3,81.69,13.79,81.59,0,1,1
2023-07-26,4566.75,13.19,80.6,71.15,0.0096,0.0483,13.86,81.23,13.6,81.03,13.76,82.34,13.65,81.45,0,1,0
2023-07-27,4537.41,14.41,77.66,63.77,0.016,0.0377,13.19,80.6,13.91,82.51,13.99,80.86,13.82,79.83,1,1,0
2023-07-28,4582.23,13.33,76.91,69.05,0.0078,0.0452,14.41,77.66,13.86,81.23,13.6,81.03,13.64,78.39,1,0,0
2023-07-31,4588.96,13.63,77.63,69.76,0.0086,0.0459,13.33,76.91,13.19,80.6,13.91,82.51,13.79,77.4,0,0,0
2023-08-01,4576.73,13.93,77.34,66.76,0.0127,0.0419,13.63,77.63,14.41,77.66,13.86,81.23,13.63,77.29,0,0,0
2023-08-02,4513.39,16.09,77.34,53.82,0.0263,0.0258,13.93,77.34,13.33,76.91,13.19,80.6,14.55,77.44,0,1,0
2023-08-03,4501.89,15.92,73.63,51.86,0.0276,0.0198,16.09,77.34,13.63,77.63,14.41,77.66,15.31,76.1,0,0,0
2023-08-04,4478.03,17.1,64.5,47.94,0.0308,0.0104,15.92,73.63,13.93,77.34,13.33,76.91,16.37,71.82,1,0,0
2023-08-07,4518.44,15.77,72.06,54.24,0.0197,0.0146,17.1,64.5,16.09,77.34,13.63,77.63,16.26,70.06,0,0,0
2023-08-08,4499.38,15.99,69.2,51.1,0.0222,0.0072,15.77,72.06,15.92,73.63,13.93,77.34,16.29,68.59,0,0,0
2023-08-09,4467.71,15.96,67.31,46.31,0.0292,0.0004,15.99,69.2,17.1,64.5,16.09,77.34,15.91,69.52,1,1,0
2023-08-10,4468.83,15.85,66.34,46.5,0.0296,0.0022,15.96,67.31,15.77,72.06,15.92,73.63,15.93,67.62,0,0,0
2023-08-11,4464.05,14.84,65.03,45.75,0.0313,0.0028,15.85,66.34,15.99,69.2,17.1,64.5,15.55,66.23,1,0,0
2023-08-14,4489.72,14.82,66.29,50.37,0.0258,0.0093,14.84,65.03,15.96,67.31,15.77,72.06,15.17,65.89,0,0,0
2023-08-15,4437.86,16.46,54.5,42.49,0.0375,0.0008,14.82,66.29,15.85,66.34,15.99,69.2,15.37,61.94,0,0,0
2023-08-16,4404.33,16.78,49.49,38.32,0.0455,-0.0023,16.46,54.5,14.84,65.03,15.96,67.31,16.02,56.76,0,0,1
2023-08-17,4370.36,17.89,46.14,34.61,0.0547,-0.0042,16.78,49.49,14.82,66.29,15.85,66.34,17.04,50.04,0,1,1
2023-08-18,4369.71,17.3,43.66,34.54,0.0559,0.0005,17.89,46.14,16.46,54.5,14.84,65.03,17.32,46.43,1,1,1
