DATE,SP500,VIX,FNG,RSI,BB_Upper_Distance,BB_Lower_Distance,VIX_lag1,FNG_lag1,VIX_lag3,FNG_lag3,VIX_lag5,FNG_lag5,VIX_MA3,FNG_MA3,S&P_1day_up,S&P_3day_up,S&P_5day_up
2021-06-14,4255.15,16.39,54.1,72.52,0.0038,0.0317,15.65,52.5,17.89,46.63,16.42,43.73,16.05,52.16,0,0,0
2021-06-15,4246.59,17.02,51.87,67.74,0.007,0.0289,16.39,54.1,16.1,49.87,17.07,45.9,16.35,52.82,0,0,0
2021-06-16,4223.7,18.15,44.7,56.93,0.0117,0.0203,17.02,51.87,15.65,52.5,17.89,46.63,17.19,50.22,0,1,1
2021-06-17,4221.86,17.75,42.77,56.16,0.01,0.015,18.15,44.7,16.39,54.1,16.1,49.87,17.64,46.45,0,1,1
2021-06-18,4166.45,20.7,31.8,38.95,0.0228,0.0012,17.75,42.77,17.02,51.87,15.65,52.5,18.87,39.76,1,1,1
2021-06-21,4224.79,17.89,33.43,54.69,0.0083,0.0127,20.7,31.8,18.15,44.7,16.39,54.1,18.78,36.0,1,1,1
2021-06-22,4246.44,16.66,32.37,58.92,0.004,0.0176,17.89,33.43,17.75,42.77,17.02,51.87,18.42,32.53,0,1,1
2021-06-23,4241.84,16.32,33.83,57.69,0.0055,0.0155,16.66,32.37,20.7,31.8,18.15,44.7,16.96,33.21,1,1,1
2021-06-24,4266.49,15.97,37.23,62.25,0.0011,0.0212,16.32,33.83,17.89,33.43,17.75,42.77,16.32,34.48,1,1,1
2021-06-25,4280.7,15.62,41.83,64.62,-0.0002,0.0248,15.97,37.23,16.66,32.37,20.7,31.8,15.97,37.63,1,1,1
2021-06-28,4290.61,15.76,41.53,66.21,-0.0002,0.0274,15.62,41.83,16.32,33.83,17.89,33.43,15.78,40.2,1,1,1
2021-06-29,4291.8,16.02,40.03,66.4,0.0014,0.0275,15.76,41.53,15.97,37.23,16.66,32.37,15.8,41.13,1,1,1
2021-06-30,4297.5,15.83,37.97,67.38,0.002,0.0287,16.02,40.03,15.62,41.83,16.32,33.83,15.87,39.84,1,1,1
2021-07-01,4319.94,15.48,39.07,70.94,-0.0008,0.0335,15.83,37.97,15.76,41.53,15.97,37.23,15.78,39.02,1,1,1
2021-07-02,4352.34,15.07,38.6,75.17,-0.0038,0.043,15.48,39.07,16.02,40.03,15.62,41.83,15.46,38.55,0,0,1
2021-07-06,4343.54,16.44,33.07,72.1,0.0013,0.0414,15.07,38.6,15.83,37.97,15.76,41.53,15.66,36.91,1,1,1
2021-07-07,4358.13,16.2,32.33,74.0,0.0014,0.0453,16.44,33.07,15.48,39.07,16.02,40.03,15.9,34.67,0,1,1
2021-07-08,4320.82,19.0,26.87,62.34,0.0111,0.0351,16.2,32.33,15.07,38.6,15.83,37.97,17.21,30.76,1,1,1
2021-07-09,4369.55,16.18,31.53,69.17,0.0032,0.047,19.0,26.87,16.44,33.07,15.48,39.07,17.13,30.24,1,1,0
2021-07-12,4384.63,16.17,33.07,70.93,0.0032,0.0511,16.18,31.53,16.2,32.33,15.07,38.6,17.12,30.49,0,0,0
2021-07-13,4369.21,17.12,30.33,66.74,0.0091,0.0472,16.17,33.07,19.0,26.87,16.44,33.07,16.49,31.64,1,0,0
2021-07-14,4374.3,16.33,29.63,67.42,0.0102,0.0477,17.12,30.33,16.18,31.53,16.2,32.33,16.54,31.01,0,0,0
2021-07-15,4360.03,17.01,26.8,63.48,0.0145,0.042,16.33,29.63,16.17,33.07,19.0,26.87,16.82,28.92,0,0,1
2021-07-16,4327.16,18.45,22.63,55.45,0.0218,0.0315,17.01,26.8,17.12,30.33,16.18,31.53,17.26,26.35,0,1,1
2021-07-19,4258.49,22.5,13.81,43.15,0.0345,0.0098,18.45,22.63,16.33,29.63,16.17,33.07,19.32,21.08,1,1,1
2021-07-20,4323.06,19.73,20.63,53.58,0.019,0.0218,22.5,13.81,17.01,26.8,17.12,30.33,20.23,19.02,1,1,1
2021-07-21,4358.69,17.91,24.47,58.14,0.011,0.0276,19.73,20.63,18.45,22.63,16.33,29.63,20.05,19.64,1,1,1
2021-07-22,4367.48,17.69,25.2,59.2,0.0088,0.0264,17.91,24.47,22.5,13.81,17.01,26.8,18.44,23.43,1,1,1
2021-07-23,4411.79,17.2,29.13,64.15,0.0008,0.0355,17.69,25.2,19.73,20.63,18.45,22.63,17.6,26.27,1,0,0
2021-07-26,4422.3,17.58,30.7,65.23,0.0008,0.0371,17.2,29.13,17.91,24.47,22.5,13.81,17.49,28.34,0,0,0
2021-07-27,4401.46,19.36,27.37,61.29,0.0067,0.0307,17.58,30.7,17.69,25.2,19.73,20.63,18.05,29.07,0,0,1
2021-07-28,4400.64,18.31,27.47,61.14,0.0076,0.0288,19.36,27.37,17.2,29.13,17.91,24.47,18.42,28.51,1,0,1
2021-07-29,4419.15,17.7,30.43,63.41,0.0048,0.0316,18.31,27.47,17.58,30.7,17.69,25.2,18.46,28.42,0,1,1
2021-07-30,4395.26,18.24,26.47,58.65,0.0107,0.0248,17.7,30.43,19.36,27.37,17.2,29.13,18.08,28.12,0,1,1
2021-08-02,4387.16,19.46,24.37,57.08,0.013,0.0226,18.24,26.47,18.31,27.47,17.58,30.7,18.47,27.09,1,1,1
2021-08-03,4423.15,18.04,29.8,61.94,0.0064,0.0307,19.46,24.37,17.7,30.43,19.36,27.37,18.58,26.88,0,1,1
2021-08-04,4402.66,17.97,27.33,57.92,0.0117,0.0256,18.04,29.8,18.24,26.47,18.31,27.47,18.49,27.17,1,1,1
2021-08-05,4429.1,17.28,32.53,61.4,0.0069,0.0303,17.97,27.33,19.46,24.37,17.7,30.43,17.76,29.89,1,1,1
2021-08-06,4436.52,16.15,32.53,62.34,0.0067,0.0321,17.28,32.53,18.04,29.8,18.24,26.47,17.13,30.8,0,1,1
2021-08-09,4432.35,16.72,32.0,61.44,0.0088,0.0312,16.15,32.53,17.97,27.33,19.46,24.37,16.72,32.35,1,1,1
2021-08-10,4436.75,16.79,34.27,62.06,0.0091,0.032,16.72,32.0,17.28,32.53,18.04,29.8,16.55,32.93,1,1,1
2021-08-11,4447.7,16.06,35.6,63.65,0.0083,0.0345,16.79,34.27,16.15,32.53,17.97,27.33,16.52,33.96,1,1,0
2021-08-12,4460.83,15.59,38.97,65.51,0.0072,0.0372,16.06,35.6,16.72,32.0,17.28,32.53,16.15,36.28,1,0,0
2021-08-13,4468.0,15.45,41.43,66.52,0.007,0.0369,15.59,38.97,16.79,34.27,16.15,32.53,15.7,38.67,1,0,0
2021-08-16,4479.71,16.12,46.77,68.15,0.0021,0.0319,15.45,41.43,16.06,35.6,16.72,32.0,15.72,42.39,0,0,0
2021-08-17,4448.08,17.91,36.73,59.67,0.0079,0.0203,16.12,46.77,15.59,38.97,16.79,34.27,16.49,41.64,0,0,1
2021-08-18,4400.27,21.57,20.59,49.62,0.0176,0.0075,17.91,36.73,15.45,41.43,16.06,35.6,18.53,34.7,1,1,1
2021-08-19,4405.8,21.67,19.11,50.65,0.0156,0.007,21.57,20.59,16.12,46.77,15.59,38.97,20.38,25.48,1,1,1
2021-08-20,4441.67,18.56,24.43,56.85,0.008,0.0149,21.67,19.11,17.91,36.73,15.45,41.43,20.6,21.38,1,1,1
2021-08-23,4479.53,17.15,28.17,62.24,0.0012,0.024,18.56,24.43,21.57,20.59,16.12,46.77,19.13,23.9,1,0,1
2021-08-24,4486.23,17.22,33.97,63.12,0.0015,0.0254,17.15,28.17,21.67,19.11,17.91,36.73,17.64,28.86,1,1,1
2021-08-25,4496.19,16.79,38.9,64.44,0.0012,0.0274,17.22,33.97,18.56,24.43,21.57,20.59,17.05,33.68,0,1,1
2021-08-26,4470.0,18.84,33.73,58.5,0.0077,0.021,16.79,38.9,17.15,28.17,21.67,19.11,17.62,35.53,1,1,1
2021-08-27,4509.37,16.39,44.77,63.89,0.0009,0.0293,18.84,33.73,17.22,33.97,18.56,24.43,17.34,39.13,1,1,1
2021-08-30,4528.79,16.19,47.87,66.22,-0.0012,0.0328,16.39,44.77,16.79,38.9,17.15,28.17,17.14,42.12,0,1,0
2021-08-31,4522.68,16.48,47.23,64.8,0.0023,0.0313,16.19,47.87,18.84,33.73,17.22,33.97,16.35,46.62,1,1,0
2021-09-01,4524.09,16.11,43.13,64.99,0.0034,0.0303,16.48,47.23,16.39,44.77,16.79,38.9,16.26,46.08,1,0,0
2021-09-02,4536.95,16.41,44.17,66.72,0.0027,0.033,16.11,43.13,16.19,47.87,18.84,33.73,16.33,44.84,0,0,0
2021-09-03,4535.43,16.41,44.07,66.3,0.0048,0.0322,16.41,44.17,16.48,47.23,16.39,44.77,16.31,43.79,0,0,0
2021-09-07,4520.03,18.14,41.7,62.07,0.009,0.0276,16.41,44.07,16.11,43.13,16.19,47.87,16.99,43.31,0,0,0
2021-09-08,4514.07,17.96,38.57,60.46,0.0109,0.0251,18.14,41.7,16.41,44.17,16.48,47.23,17.5,41.45,0,0,0
2021-09-09,4493.28,18.8,33.8,55.1,0.0156,0.0194,17.96,38.57,16.41,44.07,16.11,43.13,18.3,38.02,0,0,0
2021-09-10,4458.58,20.95,20.6,47.52,0.0232,0.0116,18.8,33.8,18.14,41.7,16.41,44.17,19.24,30.99,1,1,0
2021-09-13,4468.73,19.37,28.27,49.7,0.021,0.0139,20.95,20.6,17.96,38.57,16.41,44.07,19.71,27.56,0,1,0
2021-09-14,4443.05,19.46,24.8,44.65,0.0267,0.009,19.37,28.27,18.8,33.8,18.14,41.7,19.93,24.56,1,0,0
2021-09-15,4480.7,18.18,31.2,52.3,0.0184,0.0168,19.46,24.8,20.95,20.6,17.96,38.57,19.0,28.09,0,0,0
2021-09-16,4473.75,18.69,31.5,50.9,0.0186,0.0121,18.18,31.2,19.37,28.27,18.8,33.8,18.78,29.17,0,0,0
2021-09-17,4432.99,20.81,17.93,43.54,0.0266,0.0012,18.69,31.5,19.46,24.8,20.95,20.6,19.23,26.88,0,0,1
2021-09-20,4357.73,25.71,11.1,33.82,0.0465,-0.0103,20.81,17.93,18.18,31.2,19.37,28.27,21.74,20.18,0,1,1
2021-09-21,4354.19,24.36,11.45,33.44,0.0497,-0.0056,25.71,11.1,18.69,31.5,19.46,24.8,23.63,13.49,1,1,0
2021-09-22,4395.64,20.87,20.03,41.67,0.0411,0.0064,24.36,11.45,20.81,17.93,18.18,31.2,23.65,14.19,1,1,0
2021-09-23,4448.98,18.63,24.5,50.2,0.029,0.0192,20.87,20.03,25.71,11.1,18.69,31.5,21.29,18.66,1,0,0
2021-09-24,4455.48,17.75,23.83,51.14,0.0274,0.0209,18.63,24.5,24.36,11.45,20.81,17.93,19.08,22.79,0,0,0
2021-09-27,4443.11,18.76,24.77,49.24,0.0293,0.0187,17.75,23.83,20.87,20.03,25.71,11.1,18.38,24.37,0,0,0
2021-09-28,4352.63,23.25,12.47,38.09,0.0488,0.0017,18.76,24.77,18.63,24.5,24.36,11.45,19.92,20.36,1,1,0
2021-09-29,4359.46,22.56,12.48,39.21,0.0465,0.0062,23.25,12.47,17.75,23.83,20.87,20.03,21.52,16.57,0,0,1
2021-09-30,4307.54,23.14,9.97,34.15,0.0579,-0.0008,22.56,12.48,18.76,24.77,18.63,24.5,22.98,11.64,1,1,1
2021-10-01,4357.04,21.15,18.33,41.85,0.0446,0.0121,23.14,9.97,23.25,12.47,17.75,23.83,22.28,13.59,0,1,1
2021-10-04,4300.46,22.96,9.5,36.59,0.0552,0.0025,21.15,18.33,22.56,12.48,18.76,24.77,22.42,12.6,1,1,1
2021-10-05,4345.72,21.3,18.77,42.79,0.0425,0.014,22.96,9.5,23.14,9.97,23.25,12.47,21.8,15.53,1,1,1
2021-10-06,4363.55,21.0,20.07,45.06,0.0354,0.0182,21.3,18.77,21.15,18.33,22.56,12.48,21.75,16.11,1,0,1
2021-10-07,4399.76,19.54,24.6,49.46,0.0249,0.0261,21.0,20.07,22.96,9.5,23.14,9.97,20.61,21.15,0,0,1
2021-10-08,4391.34,18.77,25.27,48.49,0.0253,0.0241,19.54,24.6,21.3,18.77,21.15,18.33,19.77,23.31,0,0,1
2021-10-11,4361.19,20.0,25.9,45.07,0.0299,0.0174,18.77,25.27,21.0,20.07,22.96,9.5,19.44,25.26,0,1,1
2021-10-12,4350.65,19.85,22.7,43.91,0.031,0.0157,20.0,25.9,19.54,24.6,21.3,18.77,19.54,24.62,1,1,1
2021-10-13,4363.8,18.64,24.1,45.79,0.0248,0.018,19.85,22.7,18.77,25.27,21.0,20.07,19.5,24.23,1,1,1
2021-10-14,4438.26,16.86,31.83,55.0,0.0064,0.0343,18.64,24.1,20.0,25.9,19.54,24.6,18.45,26.21,1,1,1
2021-10-15,4471.37,16.3,43.63,58.39,0.0008,0.0431,16.86,31.83,19.85,22.7,18.77,25.27,17.27,33.19,1,1,1
2021-10-18,4486.46,16.31,46.57,59.87,0.0011,0.0474,16.3,43.63,18.64,24.1,20.0,25.9,16.49,40.68,1,1,1
2021-10-19,4519.63,15.7,53.4,62.99,-0.0014,0.0565,16.31,46.57,16.86,31.83,19.85,22.7,16.1,47.87,1,1,1
2021-10-20,4536.19,15.49,56.57,64.48,-0.0002,0.0623,15.7,53.4,16.3,43.63,18.64,24.1,15.83,52.18,1,1,1
2021-10-21,4549.78,15.01,60.2,65.69,0.0009,0.0677,15.49,56.57,16.31,46.57,16.86,31.83,15.4,56.72,0,1,1
2021-10-22,4544.9,15.43,59.5,64.83,0.0053,0.0681,15.01,60.2,15.7,53.4,16.3,43.63,15.31,58.76,1,1,1
2021-10-25,4566.48,15.24,62.97,66.89,0.0048,0.075,15.43,59.5,15.49,56.57,16.31,46.57,15.23,60.89,1,1,1
2021-10-26,4574.79,15.98,63.03,67.68,0.0076,0.0767,15.24,62.97,15.01,60.2,15.7,53.4,15.55,61.83,0,1,1
2021-10-27,4551.68,16.98,58.33,63.19,0.0156,0.07,15.98,63.03,15.43,59.5,15.49,56.57,16.07,61.44,1,1,1
2021-10-28,4596.42,16.53,64.4,67.66,0.0094,0.0773,16.98,58.33,15.24,62.97,15.01,60.2,16.5,61.92,1,1,1
2021-10-29,4605.38,16.26,65.43,68.49,0.0114,0.0777,16.53,64.4,15.98,63.03,15.43,59.5,16.59,62.72,1,1,1
2021-11-01,4613.67,16.41,66.13,69.27,0.0117,0.0743,16.26,65.43,16.98,58.33,15.24,62.97,16.4,65.32,1,1,1
2021-11-02,4630.65,16.03,68.27,70.87,0.0111,0.0746,16.41,66.13,16.53,64.4,15.98,63.03,16.23,66.61,1,1,1
2021-11-03,4660.57,15.1,72.2,73.48,0.0084,0.0786,16.03,68.27,16.26,65.43,16.98,58.33,15.85,68.87,1,1,0
2021-11-04,4680.06,15.44,72.43,75.05,0.0086,0.0812,15.1,72.2,16.41,66.13,16.53,64.4,15.52,70.97,1,1,0
2021-11-05,4697.53,16.48,73.6,76.39,0.0089,0.0823,15.44,72.43,16.03,68.27,16.26,65.43,15.67,72.74,1,0,0
2021-11-08,4701.7,17.22,74.53,76.72,0.0103,0.0776,16.48,73.6,15.1,72.2,16.41,66.13,16.38,73.52,0,0,0
2021-11-09,4685.25,17.78,77.17,72.5,0.0137,0.0656,17.22,74.53,15.44,72.43,16.03,68.27,17.16,75.1,0,0,1
2021-11-10,4646.71,18.73,73.09,63.67,0.0194,0.0472,17.78,77.17,16.48,73.6,15.1,72.2,17.91,74.93,1,1,1
2021-11-11,4649.27,17.66,72.23,63.98,0.018,0.0419,18.73,73.09,17.22,74.53,15.44,72.43,18.06,74.16,1,1,1
2021-11-12,4682.85,16.29,74.0,67.9,0.0113,0.0449,17.66,72.23,17.78,77.17,16.48,73.6,17.56,73.11,0,1,1
2021-11-15,4682.8,16.49,71.63,67.89,0.0114,0.0405,16.29,74.0,18.73,73.09,17.22,74.53,16.81,72.62,1,1,1
2021-11-16,4700.9,16.37,72.49,69.93,0.0087,0.0414,16.49,71.63,17.66,72.23,17.78,77.17,16.38,72.71,0,0,0
2021-11-17,4688.67,17.11,69.2,66.83,0.0117,0.0358,16.37,72.49,16.29,74.0,18.73,73.09,16.66,71.11,1,0,1
2021-11-18,4704.54,17.59,70.14,68.77,0.0093,0.0367,17.11,69.2,16.49,71.63,17.66,72.23,17.02,70.61,0,0,0
2021-11-19,4697.96,17.91,62.77,67.02,0.0106,0.0318,17.59,70.14,16.37,72.49,16.29,74.0,17.54,67.37,0,1,0
2021-11-22,4682.94,19.17,60.0,63.09,0.0135,0.0255,17.91,62.77,17.11,69.2,16.49,71.63,18.22,64.3,1,0,0
2021-11-23,4690.7,19.38,60.37,64.26,0.0116,0.0243,19.17,60.0,17.59,70.14,16.37,72.49,18.82,61.05,1,0,0
2021-11-24,4701.46,18.58,56.94,65.87,0.0076,0.0215,19.38,60.37,17.91,62.77,17.11,69.2,19.04,59.1,0,0,0
2021-11-26,4594.62,28.62,31.26,44.44,0.0302,-0.0016,18.58,56.94,19.17,60.0,17.59,70.14,22.19,49.52,1,0,0
2021-11-29,4655.27,22.96,38.11,53.66,0.0166,0.0096,28.62,31.26,19.38,60.37,17.91,62.77,23.39,42.1,0,0,0
2021-11-30,4567.0,27.19,24.77,42.59,0.0371,-0.0066,22.96,38.11,18.58,56.94,19.17,60.0,26.26,31.38,0,0,1
2021-12-01,4513.04,31.12,25.36,37.49,0.0525,-0.0115,27.19,24.77,28.62,31.26,19.38,60.37,27.09,29.41,1,1,1
2021-12-02,4577.1,27.95,22.93,45.78,0.0396,0.005,31.12,25.36,22.96,38.11,18.58,56.94,28.75,24.35,0,1,1
2021-12-03,4538.43,30.67,20.16,42.15,0.0487,0.0007,27.95,22.93,27.19,24.77,28.62,31.26,29.91,22.82,1,1,1
2021-12-06,4591.67,27.18,21.26,48.24,0.0367,0.0139,30.67,20.16,31.12,25.36,22.96,38.11,28.6,21.45,1,1,1
2021-12-07,4686.75,21.89,37.89,56.96,0.0163,0.0348,27.18,21.26,27.95,22.93,27.19,24.77,26.58,26.44,1,1,0
2021-12-08,4701.21,19.9,41.31,58.11,0.0137,0.0381,21.89,37.89,30.67,20.16,31.12,25.36,22.99,33.49,0,0,1
2021-12-09,4667.45,21.58,36.86,54.44,0.0211,0.0305,19.9,41.31,27.18,21.26,27.95,22.93,21.12,38.69,1,0,1
2021-12-10,4712.02,18.69,42.0,58.2,0.013,0.0403,21.58,36.86,21.89,37.89,30.67,20.16,20.06,40.06,0,0,0
2021-12-13,4668.97,20.31,35.4,53.6,0.0218,0.0308,18.69,42.0,19.9,41.31,27.18,21.26,20.19,38.09,0,0,0
2021-12-14,4634.09,21.89,31.54,50.14,0.0285,0.0235,20.31,35.4,21.58,36.86,21.89,37.89,20.3,36.31,1,0,1
2021-12-15,4709.85,19.29,37.8,56.68,0.0128,0.0403,21.89,31.54,18.69,42.0,19.9,41.31,20.5,34.91,0,0,0
2021-12-16,4668.67,20.57,33.57,52.64,0.0211,0.0312,19.29,37.8,20.31,35.4,21.58,36.86,20.58,34.3,0,0,1
2021-12-17,4620.64,21.57,32.51,48.31,0.0298,0.0211,20.57,33.57,21.89,31.54,18.69,42.0,20.48,34.63,0,1,1
2021-12-20,4568.02,22.87,29.43,44.04,0.0399,0.0113,21.57,32.51,19.29,37.8,20.31,35.4,21.67,31.84,1,1,1
2021-12-21,4649.23,21.01,34.03,51.21,0.0221,0.0292,22.87,29.43,20.57,33.57,21.89,31.54,21.82,31.99,1,1,1
2021-12-22,4696.56,18.63,39.54,54.84,0.0124,0.0398,21.01,34.03,21.57,32.51,19.29,37.8,20.84,34.33,1,1,1
2021-12-23,4725.79,17.96,50.49,56.97,0.0071,0.0467,18.63,39.54,22.87,29.43,20.57,33.57,19.2,41.35,1,1,1
2021-12-27,4791.19,17.68,56.4,61.36,-0.0013,0.0625,17.96,50.49,21.01,34.03,21.57,32.51,18.09,48.81,0,0,1
2021-12-28,4786.35,17.54,62.97,60.86,0.0037,0.0629,17.68,56.4,18.63,39.54,22.87,29.43,17.73,56.62,1,0,1
2021-12-29,4793.06,16.95,64.03,61.33,0.0059,0.0631,17.54,62.97,17.96,50.49,21.01,34.03,17.39,61.13,0,1,0
2021-12-30,4778.73,17.33,63.97,59.7,0.0098,0.0547,16.95,64.03,17.68,56.4,18.63,39.54,17.27,63.66,0,1,0
2021-12-31,4766.18,17.22,62.54,58.23,0.0137,0.0491,17.33,63.97,17.54,62.97,17.96,50.49,17.17,63.51,1,0,0
2022-01-03,4796.56,16.6,65.23,60.74,0.008,0.0505,17.22,62.54,16.95,64.03,17.68,56.4,17.05,63.91,0,0,0
2022-01-04,4793.54,16.91,64.26,60.35,0.0099,0.0466,16.6,65.23,17.33,63.97,17.54,62.97,16.91,64.01,0,0,0
2022-01-05,4700.58,19.73,51.03,49.81,0.0292,0.0261,16.91,64.26,17.22,62.54,16.95,64.03,17.75,60.17,0,0,1
2022-01-06,4696.05,19.61,52.14,49.35,0.0301,0.0252,19.73,51.03,16.6,65.23,17.33,63.97,18.75,55.81,0,1,0
2022-01-07,4677.03,18.76,49.26,47.41,0.034,0.0208,19.61,52.14,16.91,64.26,17.22,62.54,19.37,50.81,0,1,0
2022-01-10,4670.29,19.4,51.14,46.7,0.0352,0.0201,18.76,49.26,19.73,51.03,16.6,65.23,19.26,50.85,1,0,0
2022-01-11,4713.07,18.41,56.11,51.61,0.0266,0.0286,19.4,51.14,19.61,52.14,16.91,64.26,18.86,52.17,1,0,0
2022-01-12,4726.35,17.62,55.94,53.06,0.0237,0.0294,18.41,56.11,18.76,49.26,19.73,51.03,18.48,54.4,0,0,0
2022-01-13,4659.03,20.31,52.17,45.62,0.0376,0.0158,17.62,55.94,19.4,51.14,19.61,52.14,18.78,54.74,1,0,0
2022-01-14,4662.85,19.19,55.8,46.08,0.0369,0.0168,20.31,52.17,18.41,56.11,18.76,49.26,19.04,54.64,0,0,0
2022-01-18,4577.11,22.79,53.71,38.23,0.0556,0.0002,19.19,55.8,17.62,55.94,19.4,51.14,20.76,53.89,0,0,0
2022-01-19,4532.76,23.85,44.83,34.92,0.066,-0.0073,22.79,53.71,20.31,52.17,18.41,56.11,21.94,51.45,0,0,0
2022-01-20,4482.73,25.59,39.14,31.59,0.0803,-0.0101,23.85,44.83,19.19,55.8,17.62,55.94,24.08,45.89,0,0,0
2022-01-21,4397.94,28.85,26.73,26.91,0.1032,-0.0158,25.59,39.14,22.79,53.71,20.31,52.17,26.1,36.9,1,0,1
2022-01-24,4410.13,29.9,23.13,28.55,0.1033,-0.0029,28.85,26.73,23.85,44.83,19.19,55.8,28.11,29.67,0,0,1
2022-01-25,4356.45,31.16,20.89,25.81,0.1154,-0.0037,29.9,23.13,25.59,39.14,22.79,53.71,29.97,23.58,0,1,1
2022-01-26,4349.93,31.96,19.51,25.49,0.1167,0.0047,31.16,20.89,28.85,26.73,23.85,44.83,31.01,21.18,0,1,1
2022-01-27,4326.51,30.49,18.6,24.32,0.1203,0.0087,31.96,19.51,29.9,23.13,25.59,39.14,31.2,19.67,1,1,1
2022-01-28,4431.85,27.66,23.86,38.07,0.0953,0.0369,30.49,18.6,31.16,20.89,28.85,26.73,30.04,20.66,1,1,1
2022-01-31,4515.55,24.83,29.2,46.4,0.0739,0.0571,27.66,23.86,31.96,19.51,29.9,23.13,27.66,23.89,1,0,0
2022-02-01,4546.54,21.96,30.8,49.12,0.0617,0.0631,24.83,29.2,30.49,18.6,31.16,20.89,24.82,27.95,1,0,0
2022-02-02,4589.38,22.09,28.8,52.71,0.0469,0.0706,21.96,30.8,27.66,23.86,31.96,19.51,22.96,29.6,0,0,0
2022-02-03,4477.44,24.35,26.06,43.99,0.0666,0.0454,22.09,28.8,24.83,29.2,30.49,18.6,22.8,28.55,1,1,1
2022-02-04,4500.53,23.22,27.6,45.97,0.0579,0.0508,24.35,26.06,21.96,30.8,27.66,23.86,23.22,27.49,0,1,0
2022-02-07,4483.87,22.86,27.91,44.74,0.0578,0.0471,23.22,27.6,22.09,28.8,24.83,29.2,23.48,27.19,1,1,0
2022-02-08,4521.54,21.44,28.94,48.13,0.0463,0.0552,22.86,27.91,24.35,26.06,21.96,30.8,22.51,28.15,1,0,0
2022-02-09,4587.18,19.96,32.66,53.48,0.0279,0.0681,21.44,28.94,23.22,27.6,22.09,28.8,21.42,29.84,0,0,0
2022-02-10,4504.08,23.91,33.6,46.89,0.0381,0.0453,19.96,32.66,22.86,27.91,24.35,26.06,21.77,31.73,0,0,0
2022-02-11,4418.64,27.36,28.49,41.25,0.0512,0.0252,23.91,33.6,21.44,28.94,23.22,27.6,23.74,31.58,0,1,0
2022-02-14,4401.67,28.33,25.69,40.22,0.0486,0.0202,27.36,28.49,19.96,32.66,22.86,27.91,26.53,29.26,1,0,0
2022-02-15,4471.07,25.7,29.97,46.16,0.0309,0.0357,28.33,25.69,23.91,33.6,21.44,28.94,27.13,28.05,1,0,0
2022-02-16,4475.01,24.29,32.09,46.48,0.0288,0.0365,25.7,29.97,27.36,28.49,19.96,32.66,26.11,29.25,0,0,0
2022-02-17,4380.26,28.11,32.46,40.2,0.0491,0.0167,24.29,32.09,28.33,25.69,23.91,33.6,26.03,31.51,0,0,1
2022-02-18,4348.87,27.75,29.51,38.35,0.0565,0.0113,28.11,32.46,25.7,29.97,27.36,28.49,26.72,31.35,0,0,1
2022-02-22,4304.76,28.81,28.77,35.85,0.0675,0.0052,27.75,29.51,24.29,32.09,28.33,25.69,28.22,30.25,0,1,1
2022-02-23,4225.5,31.02,18.81,31.84,0.0879,-0.0065,28.81,28.77,28.11,32.46,25.7,29.97,29.19,25.7,1,1,1
2022-02-24,4288.7,30.32,21.23,37.82,0.0752,0.0109,31.02,18.81,27.75,29.51,24.29,32.09,30.05,22.94,1,1,1
2022-02-25,4384.65,27.59,28.14,45.61,0.054,0.0316,30.32,21.23,28.81,28.77,28.11,32.46,29.64,22.73,0,1,0
2022-02-28,4373.94,30.15,25.47,44.93,0.0562,0.0303,27.59,28.14,31.02,18.81,27.75,29.51,29.35,24.95,0,0,0
2022-03-01,4306.26,33.32,22.97,40.81,0.0698,0.0181,30.15,25.47,30.32,21.23,28.81,28.77,30.35,25.53,1,1,0
2022-03-02,4386.54,30.74,17.83,47.02,0.0494,0.0374,33.32,22.97,27.59,28.14,31.02,18.81,31.4,22.09,0,0,0
2022-03-03,4363.49,30.48,21.73,45.54,0.049,0.0311,30.74,17.83,30.15,25.47,30.32,21.23,31.51,20.84,0,0,0
2022-03-04,4328.87,31.98,18.17,43.34,0.0552,0.0248,30.48,21.73,33.32,22.97,27.59,28.14,31.07,19.24,0,0,0
2022-03-07,4201.09,36.45,16.9,36.35,0.0829,0.0015,31.98,18.17,30.74,17.83,30.15,25.47,32.97,18.93,0,1,0
2022-03-08,4170.7,35.13,16.67,34.91,0.0897,0.0019,36.45,16.9,30.48,21.73,33.32,22.97,34.52,17.25,1,1,1
2022-03-09,4277.88,32.45,18.03,43.43,0.0622,0.0287,35.13,16.67,31.98,18.17,30.74,17.83,34.68,17.2,0,0,1
2022-03-10,4259.52,30.23,17.96,42.41,0.0577,0.0222,32.45,18.03,36.45,16.9,30.48,21.73,32.6,17.55,0,1,1
2022-03-11,4204.31,30.75,19.06,39.4,0.0655,0.0111,30.23,17.96,35.13,16.67,31.98,18.17,31.14,18.35,0,1,1
2022-03-14,4173.11,31.77,17.5,37.77,0.0715,0.0084,30.75,19.06,32.45,18.03,36.45,16.9,30.92,18.17,1,1,1
2022-03-15,4262.45,29.83,21.86,44.81,0.0495,0.031,31.77,17.5,30.23,17.96,35.13,16.67,30.78,19.47,1,1,1
2022-03-16,4357.86,26.67,25.26,51.17,0.0238,0.0518,29.83,21.86,30.75,19.06,32.45,18.03,29.42,21.54,1,1,1
