DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,RSI,BB_Upper,BB_Lower,SP500_Change_Percentage,S&P_22day_up,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_22day,SP500_Change_28day
2022-03-08,4170.7,35.13,16.67,-30.39,-127.78,-34.62,-23.05,80.28,-67.68,-10.71,95.95,63.2,-79.26,1,1,1,1,1,-1.32,-0.23,34.91,4581.65,4162.63,-0.723,1,2.551,0.8,2.184,9.636,7.843,5.26
2022-03-09,4277.88,32.45,18.03,107.18,-30.39,-127.78,-34.62,-23.05,80.28,-67.68,-10.71,95.95,63.2,0,0,1,1,1,-2.68,1.36,43.43,4561.49,4158.43,2.57,1,-0.44,-2.512,1.918,8.481,5.045,4.42
2022-03-10,4259.52,30.23,17.96,-18.36,107.18,-30.39,-127.78,-34.62,-23.05,80.28,-67.68,-10.71,95.95,0,1,1,1,1,-2.22,-0.07,42.41,4520.3,4166.85,-0.429,1,-1.291,0.068,3.557,8.016,3.577,4.674
2022-03-11,4204.31,30.75,19.06,-55.21,-18.36,107.18,-30.39,-127.78,-34.62,-23.05,80.28,-67.68,-10.71,0,1,1,1,1,0.52,1.1,39.4,4499.06,4158.11,-1.296,1,-0.732,3.605,6.076,7.656,4.534,4.445
2022-03-14,4173.11,31.77,17.5,-31.2,-55.21,-18.36,107.18,-30.39,-127.78,-34.62,-23.05,80.28,-67.68,1,1,1,1,1,1.02,-1.56,37.77,4494.27,4138.35,-0.742,1,2.125,5.674,6.852,8.866,6.505,2.347
2022-03-15,4262.45,29.83,21.86,89.34,-31.2,-55.21,-18.36,107.18,-30.39,-127.78,-34.62,-23.05,80.28,1,1,1,1,1,-1.94,4.36,44.81,4484.28,4134.42,2.141,1,2.286,4.809,5.971,7.673,3.119,0.807
2022-03-16,4357.86,26.67,25.26,95.41,89.34,-31.2,-55.21,-18.36,107.18,-30.39,-127.78,-34.62,-23.05,1,1,1,1,0,-3.16,3.4,51.17,4464.04,4143.34,2.238,1,1.262,2.424,2.308,3.924,0.794,-4.285
2022-03-17,4411.67,25.67,33.63,53.81,95.41,89.34,-31.2,-55.21,-18.36,107.18,-30.39,-127.78,-34.62,1,1,1,1,0,-1.0,8.37,54.36,4449.29,4151.75,1.235,1,1.181,2.293,2.49,1.594,1.16,-5.225
2022-03-18,4463.12,23.87,38.43,51.45,53.81,95.41,89.34,-31.2,-55.21,-18.36,107.18,-30.39,-127.78,0,0,1,1,0,-1.8,4.8,57.24,4466.16,4143.17,1.166,0,-0.044,-0.156,1.812,0.841,-0.083,-3.981
2022-03-21,4461.18,23.53,40.97,-1.94,51.45,53.81,95.41,89.34,-31.2,-55.21,-18.36,107.18,-30.39,1,1,1,1,0,-0.34,2.54,57.09,4484.82,4135.74,-0.043,0,1.13,1.321,2.562,0.607,-1.513,-7.377
2022-03-22,4511.61,22.94,44.54,50.43,-1.94,51.45,53.81,95.41,89.34,-31.2,-55.21,-18.36,107.18,0,1,1,0,0,-0.59,3.57,59.96,4515.91,4125.34,1.13,0,-1.241,0.705,2.69,-2.221,-5.376,-7.985
2022-03-23,4456.24,23.57,45.2,-55.37,50.43,-1.94,51.45,53.81,95.41,89.34,-31.2,-55.21,-18.36,1,1,1,0,0,0.63,0.66,55.57,4530.84,4133.48,-1.227,0,1.417,2.644,3.241,-1.303,-3.549,-6.223
2022-03-24,4520.16,21.67,46.91,63.92,-55.37,50.43,-1.94,51.45,53.81,95.41,89.34,-31.2,-55.21,1,1,1,0,0,-1.9,1.71,59.28,4557.34,4130.13,1.434,0,0.514,2.501,0.23,-1.651,-7.741,-4.937
2022-03-25,4543.06,20.81,49.37,22.9,63.92,-55.37,50.43,-1.94,51.45,53.81,95.41,89.34,-31.2,1,1,1,0,0,-0.86,2.46,60.54,4581.84,4121.46,0.507,0,0.718,1.314,0.062,-3.329,-7.944,-8.765
2022-03-28,4575.52,19.63,51.26,32.46,22.9,63.92,-55.37,50.43,-1.94,51.45,53.81,95.41,89.34,1,0,1,0,0,-1.18,1.89,62.34,4611.74,4111.72,0.714,0,1.234,-0.993,0.157,-4.046,-6.34,-9.953
2022-03-29,4631.6,18.9,52.71,56.08,32.46,22.9,63.92,-55.37,50.43,-1.94,51.45,53.81,95.41,0,0,0,0,0,-0.73,1.45,65.27,4652.58,4103.41,1.226,0,-0.637,-1.874,-2.327,-3.702,-10.921,-13.995
2022-03-30,4602.45,19.33,52.8,-29.15,56.08,32.46,22.9,63.92,-55.37,50.43,-1.94,51.45,53.81,0,0,0,0,0,0.43,0.09,62.54,4680.33,4097.26,-0.629,0,-1.555,-0.428,-2.619,-3.087,-9.653,-12.985
2022-03-31,4530.41,20.56,59.2,-72.04,-29.15,56.08,32.46,22.9,63.92,-55.37,50.43,-1.94,51.45,1,0,0,0,0,1.23,6.4,56.28,4694.79,4099.49,-1.565,0,0.336,-0.115,-0.656,-2.971,-7.712,-12.933
2022-04-01,4545.86,19.63,59.8,15.45,-72.04,-29.15,56.08,32.46,22.9,63.92,-55.37,50.43,-1.94,1,0,0,0,0,-0.93,0.6,57.27,4710.67,4105.31,0.341,0,0.812,-1.428,-1.271,-6.05,-5.423,-13.592
2022-04-04,4582.64,18.57,61.66,36.78,15.45,-72.04,-29.15,56.08,32.46,22.9,63.92,-55.37,50.43,0,0,0,0,0,-1.06,1.86,59.61,4723.21,4130.93,0.809,0,-1.265,-1.813,-3.742,-6.303,-9.586,-12.291
2022-04-05,4525.12,21.03,47.91,-57.52,36.78,15.45,-72.04,-29.15,56.08,32.46,22.9,63.92,-55.37,0,0,0,0,0,2.46,-13.75,54.58,4719.06,4170.52,-1.255,0,-0.959,-0.804,-2.786,-7.636,-8.767,-11.284
2022-04-06,4481.15,22.1,46.4,-43.97,-57.52,36.78,15.45,-72.04,-29.15,56.08,32.46,22.9,63.92,1,0,0,0,0,1.07,-1.51,51.03,4718.58,4191.32,-0.972,0,0.421,-1.516,-0.764,-6.568,-10.826,-8.669
2022-04-07,4500.21,21.55,46.83,19.06,-43.97,-57.52,36.78,15.45,-72.04,-29.15,56.08,32.46,22.9,0,0,0,0,0,-0.55,0.43,52.47,4715.37,4218.61,0.425,0,-0.266,-2.293,-2.402,-4.747,-11.139,-12.866
2022-04-08,4488.28,21.16,46.09,-11.93,19.06,-43.97,-57.52,36.78,15.45,-72.04,-29.15,56.08,32.46,0,0,0,0,0,-0.39,-0.74,51.45,4698.39,4263.98,-0.265,0,-1.683,-0.926,-2.146,-7.919,-12.291,-13.055
2022-04-11,4412.53,24.37,43.4,-75.75,-11.93,19.06,-43.97,-57.52,36.78,15.45,-72.04,-29.15,56.08,0,0,1,0,0,3.21,-2.69,45.41,4662.17,4324.14,-1.688,0,-0.336,-0.444,1.107,-5.729,-10.749,-11.389
2022-04-12,4397.45,24.26,42.06,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,36.78,15.45,-72.04,-29.15,1,0,1,0,0,-0.11,-1.34,44.29,4639.8,4360.01,-0.342,0,1.114,-0.131,1.405,-5.03,-8.466,-9.602
2022-04-13,4446.59,21.82,41.8,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,36.78,15.45,-72.04,0,1,0,0,0,-2.44,-0.26,48.71,4630.93,4377.76,1.117,0,-1.228,0.355,-1.204,-3.33,-9.974,-11.486
2022-04-14,4392.59,22.7,39.86,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,36.78,15.45,0,1,0,0,0,0.88,-1.94,44.53,4633.01,4373.77,-1.214,0,-0.02,1.504,-2.717,-5.526,-6.831,-9.307
2022-04-18,4391.69,22.17,37.6,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,36.78,1,1,0,0,0,-0.53,-2.26,44.46,4637.37,4362.26,-0.02,0,1.605,0.045,-2.176,-6.109,-10.655,-7.6
2022-04-19,4462.21,21.37,39.63,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,-57.52,0,0,0,0,0,-0.8,2.03,50.85,4637.36,4362.37,1.606,0,-0.063,-4.336,-6.535,-10.724,-12.784,-6.921
2022-04-20,4459.45,20.32,43.31,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,-43.97,0,0,0,0,0,-1.05,3.68,50.6,4635.74,4358.78,-0.062,0,-1.474,-3.66,-6.174,-10.273,-12.507,-7.335
2022-04-21,4393.66,22.68,38.94,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,19.06,0,0,0,0,0,2.36,-4.37,45.03,4638.87,4349.4,-1.475,0,-2.733,-4.899,-2.381,-10.281,-9.416,-6.558
2022-04-22,4271.78,28.21,31.63,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,-11.93,1,0,0,0,0,5.53,-7.31,36.92,4655.16,4308.27,-2.774,0,0.554,-1.999,-3.183,-7.777,-7.518,-2.161
2022-04-25,4296.12,27.02,29.97,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,-75.75,0,0,0,0,0,-1.19,-1.66,39.27,4658.07,4280.66,0.57,0,-2.831,-0.202,-3.295,-6.373,-7.43,-4.391
2022-04-26,4175.2,33.52,17.9,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,-15.08,1,0,1,0,0,6.5,-12.07,32.74,4670.84,4227.85,-2.815,0,0.204,-1.007,0.007,-3.892,-2.732,-1.252
2022-04-27,4183.96,31.6,16.27,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,49.14,1,0,1,0,0,-1.92,-1.63,33.6,4660.42,4193.52,0.21,0,2.48,-0.685,2.783,-2.278,-0.616,-0.558
2022-04-28,4287.5,29.99,24.26,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,-54.0,0,0,0,0,0,-1.61,7.99,42.91,4637.58,4184.86,2.475,0,-3.718,-2.677,-3.361,-8.696,-3.713,-4.104
2022-04-29,4131.93,33.4,14.33,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,-0.9,1,1,0,0,0,3.41,-9.93,34.98,4641.12,4141.47,-3.628,0,0.547,3.924,-0.2,-5.391,-0.716,-2.661
2022-05-02,4155.38,32.34,13.27,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,70.52,1,0,0,0,0,-1.06,-1.06,36.87,4631.08,4112.47,0.568,1,0.486,-0.206,-3.972,-6.148,0.519,-6.16
2022-05-03,4175.48,29.25,30.49,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,-2.76,1,0,0,0,0,-3.09,17.22,38.52,4605.17,4097.65,0.484,0,3.001,-1.255,-4.198,-4.855,-1.611,-10.248
2022-05-04,4300.17,25.42,22.4,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,-65.79,0,0,0,0,0,-3.83,-8.09,47.68,4581.78,4098.55,2.986,0,-3.671,-7.399,-8.741,-8.59,-4.281,-13.524
2022-05-05,4146.87,31.2,13.13,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,-121.88,0,0,0,0,0,5.78,-9.27,39.83,4569.95,4076.96,-3.565,1,-0.547,-3.391,-5.041,-3.91,0.321,-8.299
2022-05-06,4123.34,30.19,12.24,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,24.34,0,0,0,0,0,-1.01,-0.89,38.77,4551.79,4057.43,-0.567,0,-3.186,-4.537,-2.398,-1.58,-0.183,-11.01
2022-05-09,3991.24,34.75,8.19,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,-120.92,1,0,1,1,0,4.56,-4.05,33.42,4547.19,4012.32,-3.204,1,0.238,-1.483,0.407,4.05,0.645,-7.673
2022-05-10,4001.05,32.99,7.4,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,8.76,0,1,1,1,0,-1.76,-0.79,34.14,4545.26,3973.11,0.246,0,-1.65,0.572,2.2,3.285,-2.51,-5.919
2022-05-11,3935.18,32.56,4.03,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,103.54,0,1,0,1,0,-0.43,-3.37,31.64,4547.31,3924.82,-1.646,0,-0.127,1.82,-0.287,4.15,-4.638,-4.381
2022-05-12,3930.08,31.77,3.2,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,-155.57,1,1,0,1,0,-0.79,-0.83,31.45,4532.84,3887.65,-0.13,0,2.384,4.035,-0.744,6.27,-4.945,-3.414
2022-05-13,4023.89,28.87,11.29,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,23.45,0,0,0,1,0,-2.9,8.09,38.81,4512.75,3870.87,2.387,0,-0.404,-2.55,-3.118,2.154,-5.952,-2.854
2022-05-16,4008.01,27.47,11.74,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,20.1,1,0,0,1,0,-1.4,0.45,38.06,4489.32,3855.93,-0.395,0,2.009,-2.665,-0.851,2.819,-8.48,-2.681
2022-05-17,4088.85,26.1,15.2,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,124.69,0,0,0,1,0,-1.37,3.46,43.96,4442.98,3864.93,2.017,0,-4.121,-4.678,-3.677,1.792,-10.33,-6.669
2022-05-18,3923.68,30.96,6.6,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,-153.3,0,1,1,1,0,4.86,-8.6,36.35,4396.62,3857.72,-4.04,0,-0.56,1.225,1.346,4.698,-3.886,-2.564
2022-05-19,3900.79,29.35,13.71,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,-23.53,1,1,1,1,0,-1.61,7.11,35.43,4359.86,3845.19,-0.583,0,0.015,1.037,4.003,2.983,-3.591,-2.941
2022-05-20,3901.36,29.43,12.66,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,-132.1,1,1,1,0,0,0.08,-1.05,35.47,4343.26,3824.75,0.015,0,1.856,1.983,6.585,-0.013,-2.708,-1.949
2022-05-23,3973.75,28.48,17.89,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,9.81,0,1,1,0,0,-0.95,5.23,40.93,4312.03,3823.74,1.856,0,-0.827,2.155,4.06,-5.745,-1.589,-3.649
2022-05-24,3941.48,29.45,16.0,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,-65.87,1,1,1,0,0,0.97,-1.89,39.33,4301.05,3811.35,-0.812,0,0.937,5.455,4.02,-5.184,-1.041,-2.426
2022-05-25,3978.73,28.37,17.57,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,-5.1,1,1,1,0,0,-1.08,1.57,42.14,4285.66,3806.21,0.945,0,2.007,3.892,5.026,-4.789,-3.988,-1.931
2022-05-26,4057.84,27.5,24.11,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,93.81,1,1,1,0,0,-0.87,6.54,47.67,4247.29,3821.62,1.988,0,2.523,1.091,1.274,-9.829,-6.007,-3.983
2022-05-27,4158.24,25.72,29.54,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,-15.88,0,1,0,0,0,-1.78,5.43,53.72,4251.31,3820.24,2.474,0,-0.643,0.458,-0.907,-11.913,-9.189,-7.487
2022-05-31,4132.15,26.19,40.06,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,80.84,0,0,1,0,0,0.47,10.52,52.04,4247.79,3821.43,-0.627,0,-0.744,-0.568,0.686,-8.835,-7.379,-7.536
2022-06-01,4101.23,25.69,40.6,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,-165.17,1,1,1,0,0,-0.5,0.54,50.04,4236.59,3825.2,-0.748,0,1.829,0.489,0.352,-8.261,-6.53,-7.247
2022-06-02,4176.82,24.72,44.83,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,-22.89,0,0,0,0,0,-0.97,4.23,54.63,4203.38,3846.08,1.843,0,-1.665,-0.394,-3.877,-9.292,-8.089,-9.423
2022-06-03,4108.54,24.79,35.46,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,0.57,1,1,0,0,0,0.07,-9.37,50.14,4196.94,3848.68,-1.635,0,0.309,0.173,-4.972,-4.712,-4.93,-5.875
2022-06-06,4121.43,25.07,42.8,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,72.39,1,0,0,0,0,0.28,7.34,50.96,4196.63,3848.8,0.314,0,0.955,-2.522,-9.049,-5.387,-5.405,-7.073
2022-06-07,4160.68,24.02,45.63,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,-32.27,0,0,0,0,0,-1.05,2.83,53.47,4214.4,3847.98,0.952,0,-1.09,-6.304,-10.317,-8.228,-7.431,-5.435
2022-06-08,4115.77,23.96,48.11,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,37.25,0,0,0,0,0,-0.06,2.48,50.3,4223.16,3850.69,-1.079,0,-2.354,-8.8,-7.83,-7.137,-7.138,-3.746
2022-06-09,4017.82,26.09,47.06,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,79.11,0,0,0,0,0,2.13,-1.05,44.16,4221.66,3860.45,-2.38,0,-2.842,-6.86,-8.529,-5.648,-5.249,-0.458
2022-06-10,3900.86,27.75,40.0,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,100.4,0,0,0,0,1,1.66,-7.06,38.17,4224.2,3854.99,-2.911,0,-3.764,-2.759,-5.625,-1.88,-2.75,1.513
2022-06-13,3749.63,34.02,25.09,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,-26.09,0,0,1,1,1,6.27,-14.91,32.1,4249.7,3802.07,-3.877,1,-0.363,-2.124,0.389,2.096,2.91,5.568
2022-06-14,3735.48,32.69,20.53,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,-30.92,1,0,1,1,1,-1.33,-4.56,31.59,4269.46,3755.05,-0.377,1,1.454,-1.617,0.651,2.923,2.543,4.949
2022-06-15,3789.99,29.62,29.26,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,75.59,0,0,1,1,1,-3.07,8.73,35.79,4269.28,3725.35,1.459,1,-3.299,-0.675,0.154,3.015,3.927,6.254
2022-06-16,3666.77,32.95,17.7,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,-68.28,1,1,1,1,1,3.33,-11.56,31.14,4291.18,3677.75,-3.251,1,0.213,2.457,6.464,6.137,7.734,10.703
2022-06-17,3674.84,31.13,16.93,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,12.89,1,1,1,1,1,-1.82,-0.77,31.77,4306.84,3639.5,0.22,1,2.453,3.297,6.144,4.898,8.839,12.421
2022-06-21,3764.79,30.19,19.73,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,39.25,0,1,1,1,1,-0.94,2.8,38.48,4311.02,3621.66,2.448,1,-0.133,3.999,1.545,1.47,5.356,9.629
2022-06-22,3759.89,28.95,26.89,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,-44.91,1,1,1,1,1,-1.24,7.16,38.25,4311.82,3599.47,-0.13,1,0.952,3.725,1.566,1.113,5.497,8.8
2022-06-23,3795.73,29.05,26.74,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,-97.95,1,1,0,0,1,0.1,-0.15,40.92,4311.3,3585.43,0.953,1,3.085,0.687,-0.275,-0.142,3.333,9.56
2022-06-24,3911.74,27.23,30.86,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,-116.96,0,0,0,0,1,-1.82,4.12,48.66,4308.0,3582.02,3.056,1,-0.306,-2.448,-2.277,-1.28,2.947,6.328
2022-06-27,3900.11,26.95,30.77,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,-151.23,0,0,0,0,1,-0.28,-0.09,47.98,4296.81,3577.45,-0.297,1,-2.008,-2.933,-1.757,-1.771,4.405,6.265
2022-06-28,3821.55,28.36,28.14,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,-14.15,0,1,1,1,1,1.41,-2.63,43.56,4268.33,3572.25,-2.014,1,-0.07,0.097,0.603,2.952,7.916,8.167
2022-06-29,3818.83,28.16,26.54,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,54.51,0,1,1,1,1,-0.2,-1.6,43.41,4241.12,3568.13,-0.071,1,-0.875,0.329,2.193,3.691,7.845,7.945
2022-06-30,3785.38,28.71,24.37,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,-123.22,1,1,1,1,1,0.55,-2.17,41.53,4216.47,3561.2,-0.876,1,1.046,1.563,2.985,5.593,8.008,11.125
2022-07-01,3825.33,26.7,24.57,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,8.07,1,1,1,1,1,-2.01,0.2,44.62,4171.81,3570.71,1.055,1,0.16,2.042,0.769,3.601,8.714,10.09
2022-07-05,3831.39,27.54,22.17,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,89.95,1,1,0,1,1,0.84,-2.4,45.09,4137.79,3577.01,0.158,1,0.358,1.777,-0.329,3.541,8.38,11.731
2022-07-06,3845.08,26.73,22.83,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,-4.9,1,1,0,1,1,-0.81,0.66,46.21,4096.45,3590.71,0.357,1,1.502,0.244,-1.13,1.983,7.833,11.799
2022-07-07,3902.62,26.08,27.6,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,35.84,0,0,0,1,1,-0.65,4.77,50.76,4040.12,3621.24,1.496,1,-0.084,-2.18,-2.919,3.147,6.175,10.47
2022-07-08,3899.38,24.64,31.34,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,116.01,0,0,0,1,1,-1.44,3.74,50.5,3987.44,3652.28,-0.083,1,-1.152,-2.501,-0.928,4.434,5.716,9.6
2022-07-11,3854.43,26.17,30.37,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,-11.63,0,0,0,1,1,1.53,-0.97,46.93,3953.88,3669.5,-1.153,1,-0.914,-1.643,-0.605,7.074,9.125,11.01
2022-07-12,3818.8,27.29,30.31,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,-78.56,0,1,1,1,1,1.12,-0.06,44.25,3943.86,3671.31,-0.924,1,-0.442,1.151,3.059,7.779,10.079,10.629
2022-07-13,3801.78,26.82,27.29,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,-2.72,0,1,1,1,1,-0.47,-3.02,42.99,3943.91,3676.49,-0.446,1,-0.299,0.761,4.141,7.579,12.527,8.804
2022-07-14,3790.38,26.4,26.51,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,-33.45,1,1,1,1,1,-0.42,-0.78,42.13,3942.6,3683.29,-0.3,1,1.914,3.848,5.486,9.595,13.33,8.9
2022-07-15,3863.16,24.23,33.29,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,39.95,0,1,1,1,1,-2.17,6.78,49.16,3947.58,3685.62,1.92,1,-0.852,2.552,2.598,7.619,11.662,7.324
2022-07-18,3830.85,25.3,35.89,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,6.06,1,1,1,1,1,1.07,2.6,46.46,3936.33,3713.28,-0.836,1,2.74,4.351,3.52,8.137,11.472,9.533
2022-07-19,3936.69,24.5,39.31,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,13.69,1,1,0,1,1,-0.8,3.42,55.15,3936.68,3739.11,2.763,1,0.606,0.651,-0.408,5.309,9.059,3.158
2022-07-20,3959.9,23.88,44.09,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,57.54,1,1,1,1,1,-0.62,4.78,56.8,3953.88,3741.42,0.59,1,0.992,0.176,1.618,4.13,6.822,1.796
2022-07-21,3998.95,23.11,48.2,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,-3.24,0,0,1,1,0,-0.77,4.11,59.51,3976.87,3742.34,0.986,1,-0.942,-1.967,1.856,5.336,3.511,-0.323
2022-07-22,3961.63,23.03,42.43,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,-44.95,1,1,1,1,0,-0.08,-5.77,55.91,3989.32,3746.48,-0.933,1,0.13,1.55,4.218,6.143,4.179,-0.166
2022-07-25,3966.84,23.36,42.2,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,-35.63,0,1,1,1,1,0.33,-0.23,56.3,3998.27,3743.04,0.132,1,-1.156,2.665,3.832,7.909,4.39,0.0
2022-07-26,3921.05,24.69,42.0,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,-17.02,1,1,1,1,1,1.33,-0.2,51.87,4000.6,3742.8,-1.154,1,2.585,5.275,4.289,9.481,7.01,0.081
2022-07-27,4023.61,23.24,46.63,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,-11.4,1,1,1,1,0,-1.45,4.63,59.55,4024.35,3739.26,2.616,1,1.245,2.423,3.355,7.181,0.868,-2.944
2022-07-28,4072.43,22.33,48.49,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,72.78,1,1,1,1,0,-0.91,1.86,62.61,4056.2,3732.77,1.213,0,1.438,0.466,1.976,5.011,-1.039,-2.3
2022-07-29,4130.29,21.33,52.4,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,-32.31,0,1,1,1,0,-1.0,3.91,65.9,4095.31,3728.15,1.421,0,-0.286,0.611,0.366,3.768,-3.539,-3.048
2022-08-01,4118.63,22.84,59.09,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,105.84,0,1,1,1,0,1.51,6.69,64.67,4126.17,3726.62,-0.282,0,-0.664,0.806,0.519,2.66,-3.962,-1.241
2022-08-02,4091.19,23.93,57.37,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,23.21,1,1,1,1,1,1.09,-1.72,61.73,4146.41,3732.36,-0.666,0,1.553,1.311,0.759,1.136,-3.019,0.467
2022-08-03,4155.17,21.95,60.26,63.98,-27.44,-11.66,57.86,48.82,102.56,-45.79,5.21,-37.32,39.05,0,0,1,0,0,-1.98,2.89,65.65,4177.23,3732.55,1.564,0,-0.079,-0.369,1.346,-0.646,-5.644,-5.438
